UTILITY_ID,PLANT_CODE,PLANT_NAME,STREET_ADDRESS,CITY,COUNTY,STATE,ZIP5,NAME_OF_WATER_SOURCE,NERC,PRIMARY_PURPOSE,OWNERTRANSDIST,OWNERTRANSID,OWNERSTATE,REGULATORY_STATUS,SECTOR_NAME,SECTOR_NUMBER,FERC_COGEN,FERC_COGEN_DOCKET,FERC_SMALL_POWER,FERC_SMALL_POWER_DOCKET,FERC_EXEMPT_WHOLESALE,FERC_EXEMPT_WHOLESALE_DOCKET,ISO_RTO,ISO_RTO_CODE
8631,1829,Hillsdale,201 Waterworks Ave,Hillsdale,Hillsdale,MI,49242,Baw Beese Lake,RFC,22,Hillsdale Board of Public Wks,8631,MI,RE,Electric Utility,1,N,,N,,N,,Y,MISO
8633,50858,Hillsborough County Resource Recovery,350 Falkenburg Road N,Tampa,Hillsborough,FL,33619,Municipality,FRCC,22,Tampa Electric Co,18454,FL,NR,IPP,2,N,,Y,83-405-000,N,,N,
8634,10401,Pepeekeo Power Plant,On the Hamakua Coast,Pepeekeo,Hawaii,HI,96783,Well,HICC,22,,,,NR,IPP CHP,3,Y,96-39-000,N,,N,,,
8641,10346,Hillman Power LLC,750 Progress Street,Hillman,Montmorency,MI,49746,Village Of Hillman,RFC,22,ITC Transmission,56068,MI,NR,IPP,2,N,,Y,85-664-000,N,,Y,MISO
8683,54790,CSL Behring LLC,Route 50 & Armour Road,Bradley,Kankakee,IL,60915,Municipality,RFC,325,Commonwealth Edison Co,4110,IL,NR,Industrial,7,N,,N,,N,,Y,PJM
8688,51035,Hofstra University,1000 Fulton Ave.,Hempstead,Nassau,NY,11549,Municipality,NPCC,611,Long Island Power Authority,11171,NY,NR,Commercial,5,Y,99-93-000,N,,N,,Y,NYISO
8693,10122,Aventis Pharmaceuticals,1041 Route 202-206 S,Bridgewater,Somerset,NJ,8807,,RFC,325,Jersey Central Power & Lt Co,9726,OH,NR,Industrial,7,N,,N,,N,,Y,PJM
8696,10739,Hoge Lumber,701 South Main Street,New Knoxville,Auglaize,OH,45871,Wells,RFC,321,Village of New Knoxville,13464,OH,NR,Industrial,7,N,,N,,N,,Y,PJM
8701,10123,Hoffmann LaRoche,340 Kingsland Street,Nutley,Passaic,NJ,7110,Passaic Valley Water Commissio,RFC,325,Public Service Elec & Gas Co,15477,NJ,NR,Industrial,7,Y,85-91-000; '85-91-001,N,,N,,Y,PJM
8703,1286,Hoisington,164 South Elm,Hoisington,Barton,KS,67544,Municipality,SPP,22,City of Hoisington,8703,KS,RE,Electric Utility,1,N,,N,,N,,N,
8705,54523,Hoffer Plastics,500 N. Collins Street,South Elgin,Kane,IL,60177,Wells,RFC,326,Commonwealth Edison Co,4110,IL,NR,Industrial,6,N,,N,,N,,Y,PJM
8717,2246,Holdrege,,,Phelps,NE,68949,Wells,MRO,22,,,,RE,Electric Utility,1,N,,N,,N,,,
8723,1830,James De Young,64 Pine Ave.,Holland,Ottawa,MI,49423,Lake Macatawa,RFC,22,City of Holland,8723,MI,RE,Electric Utility,1,N,,N,,N,,Y,MISO
8723,6356,Sixth Street,Sixth Street,Holland,Ottawa,MI,49423,,RFC,22,City of Holland,8723,MI,RE,Electric Utility,1,N,,N,,N,,Y,MISO
8723,7268,491 E 48th Street,491 E 48th Street,Holland,Allegan,MI,49423,,RFC,22,City of Holland,8723,MI,RE,Electric Utility,1,N,,N,,N,,Y,MISO
8725,10124,Hollow Dam Power Partnership,265 Cole Rd,Gouveneur,St Lawrence,NY,13642,Oswgatchie River,NPCC,22,National Grid,56404,NY,NR,IPP,2,N,,Y,99-75-000,N,,Y,NYISO
8736,10853,Center Falls,County Route 29,Greenwich,Washington,NY,12834,Batten Kill,NPCC,322,Niagara Mohawk Power Corp.,13573,NY,NR,Industrial,6,N,,Y,85-301-000,N,,Y,NYISO
8751,502,Holly,Tony Garcia Drive PO Box 458,Holly,Prowers,CO,81047,Municipality,WECC,22,Town of Holly,8751,CO,RE,Electric Utility,1,N,,N,,N,,N,
8758,10125,Honeywell Farms,155-25 Styler Road,Jamaica,QUEENS,NY,11433,Municipality,NPCC,311,Consolidated Edison Co-NY Inc,4226,NY,NR,Industrial,7,N,,N,,N,,Y,NYISO
8770,1287,Holton,1012 New Jersey Ave.,City of Holton,Jackson,KS,66436,Municipality,SPP,22,Westar Energy Inc,22500,KS,RE,Electric Utility,1,N,,N,,N,,Y,SPP
8776,1603,Boatlock,28 Gatehouse Road,Holyoke,Hampden,MA,1040,Connecticut River,NPCC,22,Holyoke City of,8774,MA,RE,Electric Utility,1,N,,N,,N,,Y,ISONE
8776,1604,Chemical,228 South Water Street,Holyoke,Hampden,MA,1040,Connecticut River,NPCC,22,Holyoke City of,8774,MA,RE,Electric Utility,1,N,,N,,N,,Y,ISONE
8776,1605,Hadley Falls,25 Gatehouse Road,Holyoke,Hampden,MA,1040,Connecticut River,NPCC,22,Holyoke City of,8774,MA,RE,Electric Utility,1,N,,N,,N,,Y,ISONE
8776,1607,Riverside,30 Water Street,Holyoke,Hampden,MA,1040,Connecticut River,NPCC,22,Holyoke City of,8774,MA,RE,Electric Utility,1,N,,N,,N,,Y,ISONE
8776,1630,Cobble Mountain,Old Granville Road,Granville,Hampden,MA,1034,Cobble Mountain Reservoir,NPCC,22,Western Massachusetts Elec Co,20455,MA,NR,IPP,2,N,,N,,N,,Y,ISONE
8776,9864,Cabot Holyoke,102 Cabot Street,Holyoke,Hampden,MA,1040,Connecticut River,NPCC,22,Holyoke City of,8774,MA,RE,Electric Utility,1,N,,N,,N,,Y,ISONE
8776,54981,Harris Energy Realty,20 Water Street,Holyoke,Hampden,MA,1040,Connecticut River,NPCC,22,Holyoke City of,8774,MA,RE,Electric Utility,1,N,,N,,N,,Y,ISONE
8785,55988,Wabuska,15 Julian Lane,Yerington,Lyon,NV,89447,Cooled Geothermal Waters,WECC,22,Sierra Pacific Power Co,17166,NV,NR,IPP,2,N,,N,,N,,N,
8787,10128,Gosselin Hydro Plant,Mad River Road,Ruth,Trinity,CA,95526,Mad River,WECC,22,Pacific Gas & Electric Co,14328,CA,NR,IPP,2,N,,N,,N,,Y,CAISO
8795,665,G W Ivey,675 N. Flagler Avenue,Homestead,Dade,FL,33030,Wells,FRCC,22,City of Homestead,8795,FL,RE,Electric Utility,1,N,,N,,N,,N,
8797,56800,Hull Wind II,Dump Access Road,Hull,Plymouth,MA,2045,,NPCC,22,Massachusetts Electric Co,11804,MA,RE,Electric Utility,1,N,,N,,N,,Y,ISONE
8847,8108,Hopkinton,123 1st Street SE,Hopkinton,Delaware,IA,52237,Municipality,MRO,22,City of Hopkinton,8847,IA,RE,Electric Utility,1,N,,N,,N,,Y,MISO
8856,55714,Hot Spring Power Project,410 Henderson Road,Malvern,Hot Spring,AR,72104,Ouachita River,SERC,22,Entergy Arkansas Inc,814,AR,NR,IPP,2,N,,N,,Y,02-68-000,N,
8862,54524,Horseshoe Bend Hydroelectric Company,Highway 52,Horseshoe Bend,Boise,ID,83629,Payette River,WECC,22,Idaho Power Co,9191,ID,NR,IPP,2,N,,Y,84-249-000,N,,N,
8884,1439,Houma,1551 Barrow Street,Houma,Terrebonne,LA,70360,MUNCIPAL,SPP,22,Entergy Louisiana Inc,11241,LA,RE,Electric Utility,1,N,,N,,N,,N,
8927,54707,Hunterdon Cogen Facility,Route 513 Pittstown Road,Clinton,Hunterdon,NJ,8809,Spruce Run Reservoir,RFC,92,Jersey Central Power & Lt Co,9726,OH,NR,Commercial,5,Y,94-145-000,N,,N,,Y,PJM
8973,9038,Cherry Street,77 Cherry Street,Hudson,MIDDLESEX,MA,1749,Wells,NPCC,22,Town of Hudson,8973,MA,RE,Electric Utility,1,N,,N,,N,,Y,ISONE
9011,1289,Hugoton 1,110 E. 5th Street,Hugoton,Stevens,KS,67951,Municipality,SPP,22,City of Hugoton,9011,KS,RE,Electric Utility,1,N,,N,,N,,N,
9011,7011,Hugoton 2,1601 S. Washington,Hugoton,Stevens,KS,67951,Municipality,SPP,22,City of Hugoton,9011,KS,RE,Electric Utility,1,N,,N,,N,,Y,SPP
9093,10137,Deweys Mill,Deweys Mill Rd.,White River Jct.,Grafton,VT,5059,Ottaugvechee River,NPCC,22,Central Vermont Pub Serv Corp,3292,VT,NR,IPP,2,N,,Y,85-486-000,N,,Y,ISONE
9097,50656,Huntington Resource Recovery Facility,99 Town Line Road,East Northport,SUFFOLK,NY,11731,Suffolk County Water Authority,NPCC,22,Long Island Power Authority,11171,NY,NR,IPP,2,N,,Y,88-274-000,N,,Y,NYISO
9109,10232,Hutzel Hospital,4707 St Antoine,Detroit,Wayne,MI,48201,,RFC,622,Detroit Edison Co,5109,MI,NR,Commercial,4,N,,N,,N,,Y,MISO
9130,1980,Hutchinson Plant #1,44 4th Ave. NE,Hutchinson,McLeod,MN,55350,Municipal,MRO,22,Hutchinson Utilities Comm,9130,MN,RE,Electric Utility,1,N,,N,,N,,Y,MISO
9130,6358,Hutchinson Plant #2,1100 Industrial Blvd.,Hutchinson,McLeod,MN,55350,Municipal,MRO,22,Hutchinson Utilities Comm,9130,MN,RE,Electric Utility,1,N,,N,,N,,Y,MISO
9136,55407,North Dayton Gas Storage Facility,,,Liberty,TX,77538,,SERC,22,,,,NR,IPP,2,N,,N,,N,,,
9143,3868,Meyers Falls,1680 S. Juniper,Kettle Falls,Stevens,WA,99141,Colville River,WECC,22,Avista Corp,20169,WA,NR,IPP,2,N,,Y,2544,N,,N,
9155,55853,Inland Empire Energy Center,26226 Antelope Road,Romoland,Riverside County,CA,92585,Municipal,WECC,22,Southern California Edison Co,17609,CA,NR,IPP,2,N,,N,,Y,06-30,Y,CAISO
9183,54883,Bering Star,Bering Sea,,Aleutian Islands,AK,99692,Bering Sea,ASCC,311,,,,,,,,,,,,,,
9187,790,Gem State,8635 S. 35th West,Idaho Falls,Bonneville,ID,83402,Snake River,WECC,22,Idaho Falls City of,9187,ID,RE,Electric Utility,1,N,,N,,N,,N,
9187,841,City Power Plant,140 S. Capital Ave.,Idaho Falls,Bonneville,ID,83402,Snake River,WECC,22,Idaho Falls City of,9187,ID,RE,Electric Utility,1,N,,N,,N,,N,
9187,843,Lower No 2,1690 W. Sunnyside,Idaho Falls,Bonneville,ID,83402,Snake River,WECC,22,Idaho Falls City of,9187,ID,RE,Electric Utility,1,N,,N,,N,,N,
9187,844,Upper Power Plant,6598 West River Road,Idaho Falls,Bonneville,ID,83402,Snake River,WECC,22,Idaho Falls City of,9187,ID,RE,Electric Utility,1,N,,N,,N,,N,
9187,7012,Lower No 1,1690 W. Sunnyside Road,Idaho Falls,BONNEVILLE,ID,83402,Snake River,WECC,22,Idaho Falls City of,9187,ID,RE,Electric Utility,1,N,,N,,N,,N,
9188,7183,New Halen,1001 Fire Lane,Iliamna,Lake & Peninsula Bor,AK,99606,,ASCC,22,"I-N-N Electric Coop, Inc",9188,AK,RE,Electric Utility,1,N,,N,,N,,N,
9190,54095,Pineville Mill,Highway 107 @ Williams Lake Rd,Pineville,Rapides,LA,71361,Wells,SPP,32213,Cleco Power LLC,3265,LA,NR,Industrial,7,Y,91-51-000,N,,N,,,
9191,809,American Falls,2891 Fish Hatchery Road,American Falls,Power,ID,83211,Snake River,WECC,22,Idaho Power Co,9191,ID,RE,Electric Utility,1,N,,N,,N,,N,
9191,810,Bliss,1925 Power Plant Road,Bliss,Gooding,ID,83314,Snake River,WECC,22,Idaho Power Co,9191,ID,RE,Electric Utility,1,N,,N,,N,,N,
9191,811,Brownlee,ID Highway #71 @ the Snake R.,Cambridge,Washington,ID,83610,Snake River,WECC,22,Idaho Power Co,9191,ID,RE,Electric Utility,1,N,,N,,N,,N,
9191,812,C J Strike,26378 Strike Dam Cutoff Road,Bruneau,Owyhee,ID,83604,Snake River,WECC,22,Idaho Power Co,9191,ID,RE,Electric Utility,1,N,,N,,N,,N,
9191,813,Cascade,601 Lake Way,Cascade,Valley,ID,83611,N Fork Of The Payette River,WECC,22,Idaho Power Co,9191,ID,RE,Electric Utility,1,N,,N,,N,,N,
9191,814,Clear Lake,3696 Canyon Lane,Buhl,Gooding,ID,83316,Clear Lake Outlet,WECC,22,Idaho Power Co,9191,ID,RE,Electric Utility,1,N,,N,,N,,N,
9191,815,Lower Malad,"2.5 Miles N, Highway 30",Hagerman,Gooding,ID,83332,Big Wood Malad River,WECC,22,Idaho Power Co,9191,ID,RE,Electric Utility,1,N,,N,,N,,N,
9191,816,Lower Salmon,902 D Justice Grade,Hagerman,Gooding,ID,83332,Snake River,WECC,22,Idaho Power Co,9191,ID,RE,Electric Utility,1,N,,N,,N,,N,
9191,817,Salmon Diesel,14 St. Charles Rd.,Salmon,Lemhi,ID,83467,None,WECC,22,Idaho Power Co,9191,ID,RE,Electric Utility,1,N,,N,,N,,N,
9191,818,Shoshone Falls,730 Canyon Drive,Twin Falls,Jerome,ID,83301,Snake River,WECC,22,Idaho Power Co,9191,ID,RE,Electric Utility,1,N,,N,,N,,N,
9191,819,Swan Falls,27201 Swan Falls Rd,Kuna,Ada,ID,83634,Snake River,WECC,22,Idaho Power Co,9191,ID,RE,Electric Utility,1,N,,N,,N,,N,
9191,820,Thousand Springs,1230A Thousand Springs Grade,Wendell,Gooding,ID,83355,Thousand Springs,WECC,22,Idaho Power Co,9191,ID,RE,Electric Utility,1,N,,N,,N,,N,
9191,821,Twin Falls,3593 Twin Falls Grade,Kimberly,Twin Falls,ID,83341,Snake River,WECC,22,Idaho Power Co,9191,ID,RE,Electric Utility,1,N,,N,,N,,N,
9191,822,Upper Salmon A,Salmon Falls Rd.,Hagerman,Twin Falls,ID,83332,Snake River,WECC,22,Idaho Power Co,9191,ID,RE,Electric Utility,1,N,,N,,N,,N,
9191,823,Upper Malad,"2.5 Miles N, Highway 30",Hagerman,Gooding,ID,83332,Big Wood Malad River,WECC,22,Idaho Power Co,9191,ID,RE,Electric Utility,1,N,,N,,N,,N,
9191,3013,Hells Canyon,22 Miles N of OR Highway 86,Oxbow,Wallowa,OR,97840,Snake River,WECC,22,Idaho Power Co,9191,ID,RE,Electric Utility,1,N,,N,,N,,N,
9191,3014,Oxbow,OR Highway 86 at the Snake R.,Oxbow,Baker,OR,97840,Snake River,WECC,22,Idaho Power Co,9191,ID,RE,Electric Utility,1,N,,N,,N,,N,
9191,7079,Upper Salmon B,Bell Rapids Road,Hagerman,Twin Falls,ID,83332,Snake River,WECC,22,Idaho Power Co,9191,ID,RE,Electric Utility,1,N,,N,,N,,N,
9191,7190,Milner Hydro,3625 North 5200 East,Murtaugh,Cassia,ID,83344,Snake River,WECC,22,Idaho Power Co,9191,ID,RE,Electric Utility,1,N,,N,,N,,N,
9191,7953,Evander Andrews Power Complex,1862 NW Mt Home Hwy Dist Rd,Mountain Home,Elmore,ID,83647,N/A,WECC,22,Idaho Power Co,9191,ID,RE,Electric Utility,1,N,,N,,N,,N,
9191,55733,Bennett Mountain,1015 West Hays St.,Mountain Home,Elmore,ID,83647,,WECC,22,Idaho Power Co,9191,ID,RE,Electric Utility,1,N,,N,,N,,N,
9191,56136,Bennett Mountain,Industrial Way,Mountain Home,Elmore,ID,83647,N/A,WECC,22,,,,RE,Electric Utility,1,,,,,,,,
9191,57028,Langley Gulch Power Plant,Interstate 84 and Highway 30,New Plymouth,PAYETTE,ID,83655,Snake River,WECC,22,Idaho Power Co,9191,ID,RE,Electric Utility,1,N,,N,,N,,N,
9194,55427,IDC Bellingham LLC,,,Norfolk,MA,2019,,NPCC,22,,,,NR,IPP,2,N,,N,,Y,AP,,
9205,55759,Roxana Resource Recovery,4600 Cahokia Creek Rd.,Roxana,Madison,IL,62084,,SERC,22,Illinois Power Co,9208,MO,NR,IPP,2,N,,Y,97-110-000,N,,Y,MISO
9205,55760,Streator Energy Partners LLC,2111 Coalville Road,Streator,La Salle,IL,61634,,RFC,22,Commonwealth Edison Co,4110,IL,NR,IPP,2,N,,Y,97-114-000,N,,Y,PJM
9205,55761,Devonshire Power Partners LLC,795 E 138 Street,Dolton,Cook,IL,60419,,RFC,22,Commonwealth Edison Co,4110,IL,NR,IPP,2,N,,Y,97-26-00,N,,Y,PJM
9205,55762,Brickyard Energy Partners LLC,601 E Brickyard Road,Danville,Vermilion,IL,61832,,SERC,22,Illinois Power Co,9208,MO,NR,IPP,2,N,,Y,97-120-000,N,,Y,MISO
9205,55763,Dixon/Lee Energy Partners LLC,1279 Batan Road,Dixon,Lee,IL,61021,,RFC,22,Commonwealth Edison Co,4110,IL,NR,IPP,2,N,,Y,97-108-000,N,,Y,PJM
9205,55764,Upper Rock Energy Partners LLC,17201 20th Ave North,East Moline,Rock Island,IL,61244,,MRO,22,MidAmerican Energy Co,12341,IA,NR,IPP,2,N,,Y,97-111-000,N,,Y,MISO
9205,55767,Riveside Resource Recovery LLC,1371 North Joliet Road,Romeoville,Will,IL,60441,,RFC,22,Commonwealth Edison Co,4110,IL,NR,IPP,2,N,,Y,97-25-0000,N,,Y,PJM
9205,55768,Avon Energy Partners LLC,2000 East 122nd Street,Chicago,Cook,IL,60633,,RFC,22,Commonwealth Edison Co,4110,IL,NR,IPP,2,N,,Y,97-24-000,N,,Y,PJM
9205,55773,Countyside Genco LLC,1292 S Route 83,Brayslake,Lake,IL,60030,,RFC,22,Commonwealth Edison Co,4110,IL,NR,IPP,2,N,,Y,98-27-000,N,,Y,PJM
9205,55774,Morris Genco LLC,1800 Ashley Road,Morris,Grundy,IL,60450,,RFC,22,Commonwealth Edison Co,4110,IL,NR,IPP,2,N,,Y,98-55-000,N,,Y,PJM
9209,56376,Pike County Wind Power,24920 365th Street,Pittsfield,PIKE,IL,62363,,SERC,22,Illinois Rural Electric Coop,9209,IL,RE,Electric Utility,1,N,,N,,N,,Y,MISO
9210,54656,International Paper Riegelwood Mill,865 John L Riegel Road,Riegelwood,Columbus,NC,28456,Cape Fear River,SERC,32213,Progress Energy Carolinas Inc,3046,NC,NR,Industrial,7,N,,N,,N,,N,
9216,314,Drop 5,Calexico New Port of Entry,CA Hwy. 7 & CA Hwy.98,Imperial,CA,92231,Canal Filtered,WECC,22,Imperial Irrigation District,9216,CA,RE,Electric Utility,1,N,,N,,N,,N,
9216,383,Brawley,475 Dogwood Rd.,Brawley,Imperial,CA,92227,Municipality,WECC,22,Imperial Irrigation District,9216,CA,RE,Electric Utility,1,N,,N,,N,,N,
9216,385,Drop 2,Interstate 8,Brock Research,Imperial,CA,92250,Canal Filtered,WECC,22,Imperial Irrigation District,9216,CA,RE,Electric Utility,1,N,,N,,N,,N,
9216,386,Drop 3,Interstate 8,LTVA,Imperial,CA,92250,Well & Canal Filtered,WECC,22,Imperial Irrigation District,9216,CA,RE,Electric Utility,1,N,,N,,N,,N,
9216,387,Drop 4,3675 E. Highway 98,Holtville,Imperial,CA,92250,Well & Canal Filtered,WECC,22,Imperial Irrigation District,9216,CA,RE,Electric Utility,1,N,,N,,N,,N,
9216,388,Pilot Knob,350 Algodones Rd.,Winterhaven,Imperial,CA,92283,Canal Filtered,WECC,22,Imperial Irrigation District,9216,CA,RE,Electric Utility,1,N,,N,,N,,N,
9216,389,El Centro,485 E. Villa Avenue,El Centro,Imperial,CA,92243,Dogwood Canal,WECC,22,Imperial Irrigation District,9216,CA,RE,Electric Utility,1,N,,N,,N,,N,
9216,585,Drop 1,Interstate 8,Gordons Well,Imperial,CA,92250,Well & Canal Filtered,WECC,22,Imperial Irrigation District,9216,CA,RE,Electric Utility,1,N,,N,,N,,N,
9216,586,East Highline,2898 Highway 98,Holtville,Imperial,CA,92231,Canal Filtered,WECC,22,Imperial Irrigation District,9216,CA,RE,Electric Utility,1,N,,N,,N,,N,
9216,6060,Coachella,51-170 Shady Ln.,Coachella,Riverside,CA,92236,Municipality,WECC,22,Imperial Irrigation District,9216,CA,RE,Electric Utility,1,N,,N,,N,,N,
9216,7478,Yuma Axis,7522 South Somerton Ave.,Yuma,Yuma,AZ,85364,Well Filtered,WECC,22,,,,RE,Electric Utility,1,,,,,,,,
9216,7824,Rockwood,4195 Dogwood Rd.,Brawley,Imperial,CA,92227,Municipality,WECC,22,Imperial Irrigation District,9216,CA,RE,Electric Utility,1,N,,N,,N,,N,
9216,56567,Double Weir,Highway 111,Calexico,Imperial,CA,92231,Canal Filtered,WECC,22,Imperial Irrigation District,9216,CA,RE,Electric Utility,1,N,,N,,N,,N,
9216,56569,Niland Gas Turbine Plant,402 East Beal Road,Niland,IMPERIAL,CA,92257,Municipality,WECC,22,Imperial Irrigation District,9216,CA,RE,Electric Utility,1,N,,N,,N,,N,
9227,50989,Ingersoll Milling Machine,707 Fulton Ave.,Rockford,Winnebago,IL,61103,Municipality,RFC,333,City of Rockford,16211,IA,NR,Industrial,7,N,,N,,N,,Y,MISO
9230,1149,Independence,711 7th Ave. NE,Independence,Buchanan,IA,50644,Municipality,MRO,22,ITC Transmission,56068,MI,RE,Electric Utility,1,N,,N,,N,,Y,MISO
9231,2132,Blue Valley,21500 E. Truman Rd.,Independence,Jackson,MO,64056,Wells,SPP,22,Independence City of,9231,MO,RE,Electric Utility,1,N,,N,,N,,Y,SPP
9231,2134,Jackson Square,14102 E. Truman Rd.,Independence,Jackson,MO,64050,N/A,SPP,22,Independence City of,9231,MO,RE,Electric Utility,1,N,,N,,N,,Y,SPP
9231,2135,Station H,101 S. 291 Hwy.,Independence,Jackson,MO,64056,N/A,SPP,22,Independence City of,9231,MO,RE,Electric Utility,1,N,,N,,N,,Y,SPP
9231,2136,Station I,3480 S. Kiger,Independence,Jackson,MO,64055,N/A,SPP,22,Independence City of,9231,MO,RE,Electric Utility,1,N,,N,,N,,Y,SPP
9231,2171,Missouri City,22225 210 Hwy.,Missouri City,Clay,MO,64072,Missouri River,SPP,22,Northwestern Electric Coop Inc,13807,OK,RE,Electric Utility,1,N,,N,,N,,Y,SPP
9234,7335,Richmond,4752 Gates Road,Centerville,Wayne,IN,47330,N/A,RFC,22,Indiana Michigan Power Co,9324,OH,RE,Electric Utility,1,N,,N,,N,,Y,PJM
9234,7336,Anderson,6035 Park Road,Anderson,Madison,IN,46011,N/A,RFC,22,Indiana Michigan Power Co,9324,OH,RE,Electric Utility,1,N,,N,,N,,Y,PJM
9243,50451,Indeck Yerkes Energy Center,1 Sheridan Drive,Tonawanda,Erie,NY,14150,Municipality,NPCC,22,Niagara Mohawk Power Corp.,13573,NY,NR,IPP CHP,3,Y,87-39-003,N,,Y,99-190-000,Y,NYISO
9244,50450,Indeck Oswego Energy Center,105 Mitchell St.,Oswego,Oswego,NY,13126,Municipality,NPCC,22,Niagara Mohawk Power Corp.,13573,NY,NR,IPP CHP,3,N,,N,,Y,99-192-000,Y,NYISO
9245,50449,Indeck Silver Springs Energy Center,1 Indeck Drive,Silver Springs,Wyoming,NY,14550,Wells,NPCC,22,New York State Elec & Gas Corp,13511,NY,NR,IPP CHP,3,Y,88-4-000,N,,Y,06-40-000,Y,NYISO
9252,54559,Island End Cogeneration Project,156 Rover Street,Everett,Middlesex,MA,2149,,NPCC,22,,,,NR,IPP CHP,3,Y,91-61-000,N,,N,,,
9255,50459,NRG Ilion LP,11 Remington Avenue,Ilion,Herkimer,NY,13357,Well,NPCC,22,,,,NR,IPP CHP,3,Y,88-308-000,N,,Y,99-194-000,,
9261,54076,Indeck Olean Energy Center,140 Moore Ave.,Olean,Cattaraugus,NY,14760,Wells,NPCC,22,Niagara Mohawk Power Corp.,13573,NY,NR,IPP CHP,3,N,,N,,Y,99-44-000,Y,NYISO
9262,55238,NRG Rockford I,136 Harrison Ave,Rockford,Winnebago,IL,61104,Not Applicable,RFC,22,Commonwealth Edison Co,4110,IL,NR,IPP,2,N,,N,,N,,Y,PJM
9262,55936,NRG Rockford II Energy Center,136 Harrison Ave,Rockford,Winnebago,IL,61104,Not Applicable,RFC,22,Commonwealth Edison Co,4110,IL,NR,IPP,2,N,,N,,N,,Y,PJM
9263,50458,Indeck Corinth Energy Center,24 White Street,Corinth,Saratoga,NY,12822,Hudson River,NPCC,22,Niagara Mohawk Power Corp.,13573,NY,NR,IPP CHP,3,Y,87-422-000,N,,N,,Y,NYISO
9267,1043,Frank E Ratts,6825 N. Blackburn Rd.,Petersburg,Pike,IN,47567,White River,RFC,22,"Hoosier Energy R E C, Inc",9267,IN,RE,Electric Utility,1,N,,N,,N,,Y,MISO
9267,6213,Merom,5500 W. Old 54,Sullivan,Sullivan,IN,47882,Turtle Creek Reservoir,RFC,22,"Hoosier Energy R E C, Inc",9267,IN,RE,Electric Utility,1,N,,N,,N,,Y,MISO
9267,7948,Lawrence County Station,1000 S. Old Palestine Road,Mitchell,Lawrence,IN,47446,Wells,RFC,22,"Hoosier Energy R E C, Inc",9267,IN,RE,Electric Utility,1,N,,N,,N,,Y,MISO
9267,55148,Worthington Generation LLC,"3 Mi S of Worthington, Hwy 57",Worthington,Greene,IN,47471,Wells,RFC,22,"Hoosier Energy R E C, Inc",9267,IN,RE,Electric Utility,1,N,,N,,N,,Y,MISO
9267,56539,Clark-Floyd Landfill Gas Generating,14304 State Rd. 60,Borden,Clark,IN,47106,NA,RFC,22,Clark County Rural E M C,22822,IN,RE,Electric Utility,1,N,,N,,N,,Y,MISO
9269,983,Clifty Creek,1335 Clifty Hollow Road,Madison,Jefferson,IN,47250,Ohio River,RFC,22,Indiana-Kentucky Electric Corp,9269,OH,RE,Electric Utility,1,N,,N,,N,,N,
9271,55460,Indeck Niles Energy Center,2200 Progressive Ave.,Niles,Cass,MI,49120,Air Cooled,RFC,22,Indiana Michigan Power Co,9324,OH,NR,IPP,2,N,,N,,N,,Y,PJM
9273,990,Harding Street,3700 South Harding Street,Indianapolis,Marion,IN,46217,West fork of White River,RFC,22,Indianapolis Power & Light Co,55304,IN,RE,Electric Utility,1,N,,N,,N,,Y,MISO
9273,991,Eagle Valley,4040 Blue Bluff Road,Martinsville,Morgan,IN,46151,West fork of White River,RFC,22,Indianapolis Power & Light Co,55304,IN,RE,Electric Utility,1,N,,N,,N,,N,
9273,994,AES Petersburg,State Road 57,Petersburg,Pike,IN,47567,White River,RFC,22,Indianapolis Power & Light Co,55304,IN,RE,Electric Utility,1,N,,N,,N,,Y,MISO
9273,7759,Georgetown,Georgetown Road,Indianapolis,Marion,IN,46268,N/A,RFC,22,Indianapolis Power & Light Co,55304,IN,RE,Electric Utility,1,N,,N,,N,,Y,MISO
9275,1150,Indianola,111 South Buxton Street,Indianola,Warren,IA,50125,Municipality,MRO,22,MidAmerican Energy Co,12341,IA,RE,Electric Utility,1,N,,N,,N,,N,
9279,55823,Indeck Elwood Energy Center,Drummond Rd. & Baseline Rd.,Elwood,Will,IL,60421,Local Wastewater Treatment Sys,RFC,22,,,,NR,IPP,2,N,,N,,N,,,
9286,56114,IMEA Highland,501 Ninth Street,Highland,Madison,IL,62249,Municipality,SERC,22,City of Highland,8573,IL,RE,Electric Utility,1,N,,N,,N,,Y,MISO
9286,56115,IMEA Waterloo,Corner of Lemon and Third St,Waterloo,Monroe,IL,62298,Municipality,SERC,22,Waterloo City of,20180,IL,RE,Electric Utility,1,N,,N,,N,,Y,MISO
9286,56116,IMEA Flora,2 Commercial Drive,Flora,Clay,IL,62839,Municipality,SERC,22,City of Flora,6417,IL,RE,Electric Utility,1,N,,N,,N,,Y,MISO
9297,50537,SRI International Cogen Project,333 Ravenswood Ave. Bldg U,Menlo Park,SAN MATEO,CA,94025,"Calaveras, Hetch Hetchy",WECC,561,Pacific Gas & Electric Co,14328,CA,NR,Commercial,5,Y,86-312-000,N,,N,,Y,CAISO
9303,50243,Verso Paper,River Road,Bucksport,Hancock,ME,4416,Penobscot River,NPCC,322122,Central Maine Power Co,3266,ME,NR,Industrial,7,Y,87-83-001; '99-54-00,N,,N,,Y,ISONE
