UTILITY_ID,PLANT_CODE,PLANT_NAME,STREET_ADDRESS,CITY,COUNTY,STATE,ZIP5,NAME_OF_WATER_SOURCE,NERC,PRIMARY_PURPOSE,OWNERTRANSDIST,OWNERTRANSID,OWNERSTATE,REGULATORY_STATUS,SECTOR_NAME,SECTOR_NUMBER,FERC_COGEN,FERC_COGEN_DOCKET,FERC_SMALL_POWER,FERC_SMALL_POWER_DOCKET,FERC_EXEMPT_WHOLESALE,FERC_EXEMPT_WHOLESALE_DOCKET,ISO_RTO,ISO_RTO_CODE
14232,57031,Luverne Wind Farm,12310 20th St. NE,Luverne,Steele,ND,58056,,MRO,22,"Minnkota Power Coop, Inc",12658,ND,RE,Electric Utility,1,N,,N,,N,,Y,MISO
14232,57032,Ashtabula Wind Energy Center,12431 6th St. NE,Luverne,Barnes,ND,58056,,MRO,22,"Minnkota Power Coop, Inc",12658,ND,RE,Electric Utility,1,N,,N,,N,,Y,MISO
14232,57033,Langdon Wind Energy Center,817 3rd Street,Langdon,Cavalier,ND,58249,,MRO,22,"Minnkota Power Coop, Inc",12658,ND,RE,Electric Utility,1,N,,N,,N,,Y,MISO
14235,54865,Phoenix Hydro Project,9450 River St,Phoenix,Oswego,NY,13135,Oswego River,NPCC,22,National Grid,56404,NY,NR,IPP,2,N,,Y,86-517-000,N,,Y,NYISO
14236,1173,Ottumwa City of,323 South Market Street,Ottumwa,WAPELLO,IA,52501,Des Moines River,MRO,22,Interstate Power and Light Co,9417,IA,RE,Electric Utility,1,N,,N,,N,,N,
14240,2574,High Dam,571 West First St.,Oswego,Oswego,NY,13126,Oswego River,NPCC,22,Niagara Mohawk Power Corp.,13573,NY,RE,Electric Utility,1,N,,N,,N,,N,
14243,50360,Michell Butte Power Project,Owyhee Lake Rd,Nyssa,Malheur,OR,97913,Lake Owyhee,WECC,22,Idaho Power Co,9191,ID,NR,IPP,2,N,,N,,N,,N,
14243,50361,Owyhee Dam Power Project,1475 Owyhee Lake Rd,Nyssa,Malheur,OR,97913,Lake Owyhee,WECC,22,Idaho Power Co,9191,ID,NR,IPP,2,N,,N,,N,,N,
14243,50362,Tunnel 1 Power Project,1475 Owyhee Lake Rd,Nyssa,Malheur,OR,97913,Lake Owyhee,WECC,22,Idaho Power Co,9191,ID,NR,IPP,2,N,,N,,N,,N,
14246,2003,Owatonna,208 S. Walnut Ave,Owatonna,Steele,MN,55060,Municipality,MRO,22,City of Owatonna,14246,MN,RE,Electric Utility,1,N,,N,,N,,N,
14254,50043,Houston Chemical Complex Battleground,2800 Battleground Rd,LaPorte,Harris,TX,77536,CWA,TRE,325,"CenterPoint Energy Houston Electric, LLC",8901,TX,NR,Industrial,7,Y,82-69-000,N,,N,,Y,ERCOT
14254,50471,Deer Park Plant,2800 Battleground Rd,LaPorte,Harris,TX,77536,CWA,TRE,325,,,,NR,Industrial,7,N,,N,,N,,N,
14265,50850,OLS Energy Chino,5601 Eucalyptus Ave.,Chino,San Bernardino,CA,91710,Municipality,WECC,22,Southern California Edison Co,17609,CA,NR,IPP CHP,3,Y,84-443-000; '91-66-000,N,,N,,Y,CAISO
14266,6103,PPL Susquehanna,769 Salem Blvd,Berwick,Luzerne,PA,18603,Susquehanna River,RFC,22,PPL Electric Utilities Corp,14715,PA,NR,IPP,2,N,,N,,Y,00-43-000,Y,PJM
14268,1374,Elmer Smith,4301 US 60 E,Owensboro,Daviess,KY,42303,Ohio River,SERC,22,Louisville Gas & Electric Co,11249,KY,RE,Electric Utility,1,N,,N,,N,,N,
14272,2149,Owensville,202 E. Marvin,Owensville,Gasconade,MO,65066,Municipality,SERC,22,City of Owensville,14272,MO,RE,Electric Utility,1,N,,N,,N,,N,
14274,55345,Otay Mesa Generating Project,647 Alta Road,San Diego,San Diego,CA,92154,Air Cooled,WECC,22,San Diego Gas & Electric Co,16609,CA,NR,IPP,2,N,,N,,N,,Y,CAISO
14276,7432,Oxford,804 N Water St,Oxford,Sumner,KS,67119,Municipality,SPP,22,City of Oxford,14276,KS,RE,Electric Utility,1,N,,N,,N,,Y,SPP
14277,2295,Oxford,315 Odell,Oxford,Furnas,NE,68967,Municipality,MRO,22,Twin Valleys Public Power Dist,20456,NE,RE,Electric Utility,1,N,,N,,N,,N,
14293,50326,Nalco,1601 W Diehl Rd,Naperville,Du Page,IL,60563,municipality,RFC,514,Naperville City of,13208,IL,NR,Commercial,5,Y,85-365-000,N,,N,,Y,PJM
14294,2539,Bethlehem Energy Center,Route 144 River Road,Glenmont,Albany,NY,12077,Hudson River,NPCC,22,Niagara Mohawk Power Corp.,13573,NY,NR,IPP,2,N,,N,,Y,00-141-000,N,
14294,56042,Bethlehem Energy Center,Route 144 River Road,Glenmont,Albany,NY,12077,Hudson River,NPCC,22,,,,NR,IPP,2,,,,,,,,
14306,50487,PPG Powerhouse A,1300 PPG Drive,Lake Charles,Calcasieu,LA,70602,Calcasieu River/Wells,SERC,325,Entergy Gulf States Louisiana LLC,55936,LA,NR,Industrial,6,N,,N,,N,,N,
14306,50488,PPG Riverside,1300 PPG Drive,Lake Charles,Calcasieu,LA,70602,Calcasieu River/Wells,SERC,325,Entergy Gulf States Louisiana LLC,55936,LA,NR,Industrial,6,N,,N,,N,,N,
14306,50489,PPG Powerhouse C,1300 PPG Drive,Lake Charles,Calcasieu,LA,70602,Sabine River Water and Wells,SERC,325,Entergy Gulf States Louisiana LLC,55936,LA,NR,Industrial,7,Y,86-1058-000,N,,N,,N,
14306,50490,PPG Plant C Caustic,1300 PPG Drive,Lake Charles,Calcasieu,LA,70602,Sabine River Water and Wells,SERC,325,Entergy Gulf States Louisiana LLC,55936,LA,NR,Industrial,7,Y,86-1058-000,N,,N,,N,
14306,55117,RS Cogen,1300 PPG Drive,Lake Charles,Calcasieu,LA,70602,Sabine River,SERC,325,Entergy Gulf States Louisiana LLC,55936,LA,NR,Industrial,7,Y,00-32-000,N,,N,,N,
14310,50397,P H Glatfelter,128 S. Main Street,Spring Grove,York,PA,17362,North Codorus Creek,RFC,322122,Metropolitan Edison Co,12390,OH,NR,Industrial,7,Y,86-292-002,N,,N,,Y,PJM
14313,54888,American President Lines Ltd,,,Aleutian Islands,AK,99692,,ASCC,483,,,,,,,,,,,,,,
14328,180,Volta 2,Manton-Viola Road,Manton,Shasta,CA,96059,Cross Country Canal,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,214,Alta Powerhouse,NA,Alta,Placer,CA,95701,Towle Canal,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,217,Balch 1,Trimmer Springs Road,Balch Camp,Fresno,CA,93649,North Fork Kings River,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,218,Balch 2,Trimmer Springs Road,Balch Camp,Fresno,CA,93649,North Fork Kings River,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,219,Belden,NA,Belden,Plumas,CA,95915,North Fork Feather River,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,220,Bucks Creek,NA,Storrie,Plumas,CA,95980,Bucks Creek,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,221,Butt Valley,Caribou-Pratville Road,Belden,Plumas,CA,95956,North Fork Feather River,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,222,Caribou 1,1000 Caribou Road,Belden,Plumas,CA,95956,North Fork Feather River,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,223,Caribou 2,1000 Caribou Road,Belden,Plumas,CA,95956,North Fork Feather River,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,224,Centerville,Nimshew Stage Road,Chico,Butte,CA,95927,Big Butte Creek,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,225,Chili Bar,Highway 193,Placerville,El Dorado,CA,95667,South Fork American River,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,226,Coal Canyon,Coal Canyon Rd. Rural Route 1,Oroville,Butte,CA,95965,West Branch Feather River,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,227,Coleman,Coleman Fish Hatchery Road,Anderson,Shasta,CA,96022,Battle Creek,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,229,Cow Creek,South Cow Creek Road,Millville,Shasta,CA,96062,South Cow Creek,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,231,Cresta,NA,Storrie,Butte,CA,95980,North Fork Feather River,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,232,De Sabla,De Sabla Powerhouse Road,Magalia,Butte,CA,95954,Big Butte Creek,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,233,Deer Creek,Chalk Bluff Road,Nevada City,Nevada,CA,95959,Deer Creek,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,235,Drum 1,Drum Powerhouse Road,Alta,Placer,CA,95701,Bear River,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,236,Drum 2,Drum Powerhouse Road,Alta,Placer,CA,95701,Bear River,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,237,Dutch Flat,Dutch Flat Road,Alta,Placer,CA,95701,Bear River,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,239,Electra,Electric Road off Highway 49,Jackson,Amador,CA,95642,North Fork Mokelumne River,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,240,Haas,Trimmer Springs Road,Balch Camp,Fresno,CA,93649,North Fork Kings River,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,241,Halsey,Dry Creek Road,Auburn,Placer,CA,95603,Bear River,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,242,Hamilton Branch,Lake Almanor,Penninsula Village,Plumas,CA,96137,Hamilton Branch Of Nf Feather,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,243,Hat Creek 1,"Baun Lake Road, Star Route 1",Burney,Shasta,CA,96013,Hat Creek,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,244,Hat Creek 2,Hat Creek #2 Powerhouse Rd.,Burney,Shasta,CA,96013,Hat Creek,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,246,Humboldt Bay,Buhne Pt. 1000 King Salmon Ave,Eureka,Humboldt,CA,95503,Humboldt Bay,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,247,Hunters Point,1000 Evans Avenue,San Francisco,San Francisco,CA,94124,San Francisco Bay,WECC,22,,,,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,248,Inskip,Manton-Viola Road,Manton,Tehama,CA,96059,South & North Forks Battle Cre,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,249,James B Black,Pitt 5 Road,Big Bend,Shasta,CA,96065,McCloud River & Iron Canyon Cr,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,250,Kerckhoff,11,Auberry,Fresno,CA,93602,San Joaquin River,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,253,Kilarc,Fern Road,Whitmore,Shasta,CA,96096,North Fork Cow Creek,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,254,Kings River,Trimmer Springs Road,Balch Camp,Fresno,CA,93649,North Fork Kings River,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,255,Lime Saddle,"Pentz Road, Rural Route1",Oroville,Butte,CA,95965,Kunkle Creek & Wb Feather Rive,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,258,Merced Falls,Merced Falls Road,Snelling,Merced,CA,95369,Merced River,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,262,Narrows,Engilebright Dam Road,Grass Valley,Nevada,CA,95945,Yuba River,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,264,Phoenix,Shaws Flat Road,Sonora,Tuolumne,CA,95370,South Fork Stanislaus River,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,265,Pit 1,"Pit 1 Road, Star Route 1",Burney,Shasta,CA,96013,Fall River,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,266,Pit 3,"Pitt 3 Road, Star Route 1",Burney,Shasta,CA,96013,Pit River,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,267,Pit 4,Pit River Road,Big Bend,Shasta,CA,96011,Pit River,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,268,Pit 5,Pit 5 Road,Big Bend,Shasta,CA,96011,Pit River,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,269,Pit 6,Big Bend Road,Montgomery Creek,Shasta,CA,96065,Pit River,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,270,Pit 7,Fender's Ferry Road,Montgomery Creek,Shasta,CA,96065,Pit River,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,272,Poe,Poe Road off Highway 70,Storrie,Butte,CA,95980,North Fork Feather River,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,274,Potter Valley,End of Powerhouse Road,Potter Valley,Mendocino,CA,95469,Eel River,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,275,Rock Creek,NA,Storrie,Plumas,CA,95980,North Fork Feather River,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,276,San Joaquin 2,County Road 222,North Fork,Madera,CA,93643,North & South Forks Willow Cre,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,277,San Joaquin 3,County Road 222,North Fork,Madera,CA,93643,North & South Forks Willow Cre,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,279,Salt Springs,Tiger Creek-Salt Springs Road,Pioneer,Amador,CA,95666,Mokelumne River,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,280,South,South Powerhouse Road,Manton,Tehama,CA,96059,South Fork Battle Creek,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,281,Spaulding 1,NA,Emigrant Gap,Nevada,CA,95715,Lake Spaulding,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,282,Spaulding 2,NA,Emigrant Gap,Nevada,CA,95715,Lake Spaulding,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,283,Spaulding 3,NA,Emigrant Gap,Nevada,CA,95715,Lake Fuller,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,284,Spring Gap,Frazer Flat Road,Long Barn,Tuolumne,CA,95335,Main Strawberry Reservoir,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,285,Stanislaus,Camp Nine Road,Vallecito,Tuolumne,CA,95251,Middle Fork Stanislaus River,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,287,Tiger Creek,Tiger Creek Road,Pioneer,Amador,CA,95666,North Fork Mokelumne River,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,289,Tule River,Highway 190,Springville,Tulare,CA,93265,Tule River,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,290,Volta 1,Manton-Viola Road,Manton,Shasta,CA,96059,"N Battle, Bailey & Millseat Cr",WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,291,West Point,Red Corral Road,Pioneer,Amador,CA,95666,North Fork Mokelumne River,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,292,Wise,10850 Wise Road,Auburn,Placer,CA,95603,Tailwater From Halsey Plant,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,293,A G Wishon,County Road 222,North Fork,Madera,CA,93643,North & South Forks Willow Cre,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,626,Oak Flat,1000 Caribou Road,Belden,Plumas,CA,95956,North Fork Feather River,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,632,Newcastle,Newcastle- Rocklin Road,Auburn,Placer,CA,95603,South Canal,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,682,Kerckhoff 2,Smally Road,Auberry,Fresno,CA,93602,San Joaquin River,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,714,Toadtown,Toadtown Road,Mogalia,Butte,CA,95954,West Branch Feather River,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,6099,Diablo Canyon,Avila Rd. bet. Montano de Oro,Avila Beach,San Luis Obispo,CA,93424,Pacific Ocean,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,6100,Helms Pumped Storage,67250 Helms Circle,Shaver Lake,Fresno,CA,93664,Courtwright & Lake Wishon,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,6212,Mobile GT,Buhne Pt. 1000 King Salmon Ave,Eureka,Mendocino,CA,95503,N/A,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,7911,Kern Canyon,Rancheria Road off Highway 178,Bakersfield,Kern,CA,93301,Kern River,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,55937,TESLA Power Project,Not yet established,Not yet established,Alameda,CA,94550,Ground And Surface Water,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,56476,Gateway Generating Station,3225 Wilbur Avenue,Antioch,Contra Costa,CA,94509,Municipality,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,56532,Colusa Generating Station,5025 Delevan Road,Maxwell,Colusa,CA,95955,Tehama Canal,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,56820,Britton Powerhouse,To be determined,Burney,SHASTA,CA,96013,Pit River,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,56821,Chalk Mountain Powerhouse,To be determined,Big Bend,SHASTA,CA,96011,Pit river,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,56822,Rock Creek Dam,To be determined,Storrie,Plumas,CA,95980,North Fork Feather River,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,57041,Vaca Dixon Solar Station,5138 Midway Road,Vacaville,Solano,CA,95688,,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,57042,CSU East Bay,25800 Carlos Bee Blvd,Hayward,Alameda,CA,94542,Domestic city water,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,57043,SF State University,1600 Holloway Ave,San Francisco,San Francisco,CA,94132,Domestic city water,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,57497,Stroud Solar Station,18285 W Kamm Avenue,Helm,Fresno,CA,96327,,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,57498,Five Points Solar Station,23011 S Lassen Avenue,Five Points,Fresno,CA,96324,,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,57499,Westside Solar Station,34345 S Trinity Avenue,Five Points,Fresno,CA,96324,,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,57521,Giffen Solar Station,TBD,TBD,Fresno,CA,93608,,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,57522,Cantua Solar Station,TBD,TBD,Fresno,CA,93608,,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14328,57523,Huron Solar Station,17123 W Gale Avenue,Huron,Fresno,CA,93234,,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14354,294,Copco 1,"Copco Rd, 20 Mi East of I5",Hornbrook,Siskiyou,CA,96044,Klamath River,WECC,22,PacifiCorp,14354,OR,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14354,295,Copco 2,19305 Daggett Road,Hornbrook,Siskiyou,CA,96044,Klamath River,WECC,22,PacifiCorp,14354,OR,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14354,296,Fall Creek,"Copco Rd, 18 Mi East of I5",Hornbrook,Siskiyou,CA,96044,Fall Creek,WECC,22,PacifiCorp,14354,OR,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14354,297,Iron Gate,"Copco Rd, 9 Mi East of I5",Hornbrook,Siskiyou,CA,96044,Klamath River,WECC,22,PacifiCorp,14354,OR,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14354,299,Blundell,10 mi east of Highway 257,Milford,Beaver,UT,84751,Wells,WECC,22,PacifiCorp,14354,OR,RE,Electric Utility,1,N,,N,,N,,N,
14354,825,Ashton,1338 N 3300 E,Ashton,Fremont,ID,83420,Henrys Fork Of The Snake River,WECC,22,PacifiCorp,14354,OR,RE,Electric Utility,1,N,,N,,N,,N,
14354,826,Cove,Cove Powerplant Road,Grace,Caribou,ID,83241,Bear River,WECC,22,PacifiCorp,14354,OR,RE,Electric Utility,1,N,,N,,N,,N,
14354,827,Grace,822 Grace Power Plant Road,Grace,Caribou,ID,83241,Bear River,WECC,22,PacifiCorp,14354,OR,RE,Electric Utility,1,N,,N,,N,,N,
14354,829,Oneida,Oneida Narrows Road,Riverdale,Franklin,ID,83263,Bear River,WECC,22,PacifiCorp,14354,OR,RE,Electric Utility,1,N,,N,,N,,N,
14354,831,Soda,1579 Soda Power Plant Road,Soda Springs,Caribou,ID,83276,Bear River,WECC,22,PacifiCorp,14354,OR,RE,Electric Utility,1,N,,N,,N,,N,
14354,987,Last Chance,Last Chance Lane,Grace,Caribou,ID,83241,Last Chance Canal,WECC,22,PacifiCorp,14354,OR,RE,Electric Utility,1,N,,N,,N,,N,
14354,3020,Clearwater 1,Nfd 300 Road,Idleyld Park,Douglas,OR,97447,Clearwater River,WECC,22,PacifiCorp,14354,OR,RE,Electric Utility,1,N,,N,,N,,N,
14354,3021,Clearwater 2,Nfd 075 Road,Idleyld Park,Douglas,OR,97447,Clearwater River,WECC,22,PacifiCorp,14354,OR,RE,Electric Utility,1,N,,N,,N,,N,
14354,3024,Eagle Point,2405 Borphy Road,Eagle Point,Jackson,OR,97524,South Fork Big Butte Creek,WECC,22,PacifiCorp,14354,OR,RE,Electric Utility,1,N,,N,,N,,N,
14354,3025,East Side,Conger Avenue,Klamath Falls,Klamath,OR,97601,Link River,WECC,22,PacifiCorp,14354,OR,RE,Electric Utility,1,N,,N,,N,,N,
14354,3026,Fish Creek,Highway 138,Idleyld Park,Douglas,OR,97447,Fish Creek,WECC,22,PacifiCorp,14354,OR,RE,Electric Utility,1,N,,N,,N,,N,
14354,3028,John C Boyle,26020 Highway 66,Keno,Klamath,OR,97627,Klamath River,WECC,22,PacifiCorp,14354,OR,RE,Electric Utility,1,N,,N,,N,,N,
14354,3029,Lemolo 1,Lemolo Plant Road,Idleyld Park,Douglas,OR,97447,North Umpqua River,WECC,22,PacifiCorp,14354,OR,RE,Electric Utility,1,N,,N,,N,,N,
14354,3031,Powerdale,548 Highway 35,Hood River,Hood River,OR,97031,Hood River,WECC,22,PacifiCorp,14354,OR,RE,Electric Utility,1,N,,N,,N,,N,
14354,3032,Prospect 1,111 Mill Creek Drive,Prospect,Jackson,OR,97536,North Fork Rogue River,WECC,22,PacifiCorp,14354,OR,RE,Electric Utility,1,N,,N,,N,,N,
14354,3033,Prospect 2,111 Mill Creek Drive,Prospect,Jackson,OR,97536,North Fork Rogue River,WECC,22,PacifiCorp,14354,OR,RE,Electric Utility,1,N,,N,,N,,N,
14354,3034,Prospect 3,Roque River National Forrest,Prospect,Jackson,OR,97536,South Fork Rogue River,WECC,22,PacifiCorp,14354,OR,RE,Electric Utility,1,N,,N,,N,,N,
14354,3035,Prospect 4,111 Mill Creek Drive,Prospect,Jackson,OR,97536,North Fork Rogue River,WECC,22,PacifiCorp,14354,OR,RE,Electric Utility,1,N,,N,,N,,N,
14354,3036,Slide Creek,Nfd 010 Road,Idleyld Park,Douglas,OR,97447,North Umpqua River,WECC,22,PacifiCorp,14354,OR,RE,Electric Utility,1,N,,N,,N,,N,
