UTILCODE,PLNTCODE,PLNTNAME,CNTYNAME,STATE,PLNTZIP,WATSOURCE,NERC,NAICS,SERVAREA
31288,55388,Cook Energy Facility,Cook,IL,60411,Thorn Creek Sanitary District,MAIN,22,Commonwealth Edison Co
31322,55387,Kankakee Energy Facility,Kankakee,IL,60906,Kankakee,MAIN,22,Commonwealth Edison Co
31349,55267,West Georgia Generating,Upson,GA,30286,Municipality,SERC,22,Georgia Power Co
31386,55271,Tenaska Lindsay Hill Generating Station,Autauga,AL,36006,Alabama River,SERC,22,Alabama Power Co
31396,55111,Vermillion Energy Facility,Vermillion,IN,47928,Wells,ECAR,22,PSI Energy Inc
31431,55007,K W Company,Twin Falls,ID,83301,Snake River,WECC,22,Idaho Power Co
31518,54283,Lee Creek Water Treatment Facility,Crawford,AR,72956,Lee Creek Reservoir,SPP,22,Arkansas Valley Elec Coop Corp
31613,52039,Quail Creek Hydro Plant #1,Washington,UT,84737,Virgin River,WECC,22,"Dixie Escalante R E A, Inc"
31719,1507,William F Wyman,Cumberland,ME,4096,Casco River,NPCC,22,Central Maine Power Co
32080,54878,Cellu Tissue Natural Dam,New York,NY,13642,Oswegatchie River,NPCC,322122,Niagara Mohawk Power Corp
32173,55405,Athens Generating Plant,Greene,NY,12015,Hudson River,NPCC,22,Central Hudson Gas & Elec Corp
32487,55037,Opryland USA,Davidson,TN,37214,Wells,SERC,721,Nashville Electric Service
32501,56248,Shell Chemical,Ascension,LA,70734,Mississippi,SERC,32512,Entergy Mississippi Inc
32790,55372,Harquahala Generating Project,Maricopa,AZ,85354,HVID & Well,WECC,22,Arizona Public Service Co
32874,55256,Lincoln Generation LLC,Burke,IL,62540,,MAIN,22,Central Illinois Pub Serv Co
33106,54507,Pasadena Paper,Harris,TX,77506,City Of Houston,ERCOT,322122,"CenterPoint Energy Houston Electric, LLC"
33205,55956,Redhawk Unit 3,Maricopa,AZ,85322,Municipality,WECC,22,Arizona Public Service Co
33205,55957,Redhawk Unit 4,Maricopa,AZ,85322,Municipality,WECC,22,Arizona Public Service Co
33308,54313,Chicago,Cook,IL,60609,,MAIN,311,Commonwealth Edison Co
34012,50074,Marcus Hook Refinery Cogen,Delaware,PA,19061,N/A,MAAC,22,PECO Energy Co
34026,50799,Parlin Power Plant,Middlesex,NJ,8859,Municipality,MAAC,22,Jersey Central Power & Lt Co
34028,55409,Calhoun Energy Center,Calhoun,AL,36260,,SERC,22,Alabama Power Co
34090,10856,Fletcher Warehousing,Henderson,NC,28787,,SERC,314,Progress Energy Carolinas Inc
34164,55400,Elk Hills Power LLC,Kern,CA,93276,West Kern Water District,WECC,22,Pacific Gas & Electric Co
34359,50969,University of Missouri Columbia,Boone,MO,65211,Wells,SPP,611,City of Columbia
34362,55399,Delaware Mountain Windfarm,Culberson,TX,79847,,ERCOT,22,Lower Colorado River Authority
34363,1496,Mason Steam,Lincoln,ME,4096,Sheepscot River,NPCC,22,Central Maine Power Co
34389,54966,West Texas Windplant,Culberson,TX,79847,,ERCOT,22,Lower Colorado River Authority
34437,56214,Aeroturbine,Riverside,CA,92258,,WECC,22,Southern California Edison Co
34514,10190,TransCanada Power Castleton,Rensselaer,NY,12033,Moordener Kill,NPCC,22,Niagara Mohawk Power Corp
34514,54580,Curtis Palmer Hydroelectric,Saratoga,NY,12822,Hudson River,NPCC,22,Niagara Mohawk Power Corp
34612,10494,Sheldon Springs Hydroelectric,Franklin,VT,5483,Mississippi River,NPCC,22,Franklin Electric Light Co Inc
34649,54445,Rincon Facility,Ventura,CA,93001,N/A,WECC,211,Southern California Edison Co
34672,50407,Mobile Energy Services LLC,Mobile,AL,36610,Mobile Area Water And Sewer,SERC,22,Alabama Power Co
34688,10538,Dexter Plant,Jefferson,NY,13634,Black River,NPCC,22,Niagara Mohawk Power Corp
34688,10539,Theresa Plant,Jefferson,NY,13694,Indian River,NPCC,22,Niagara Mohawk Power Corp
34688,10540,Diamond Island Plant,Jefferson,NY,13601,Black River,NPCC,22,Niagara Mohawk Power Corp
34688,10544,Hailesboro 4 Plant,ST Lawrence,NY,13645,Oswegatchie River,NPCC,22,Niagara Mohawk Power Corp
34688,10545,Copenhagen Plant,Lewis,NY,13626,Deer River,NPCC,22,Niagara Mohawk Power Corp
34688,10546,Beaver Valley Patterson Dam,Beaver,PA,15010,Beaver River,ECAR,22,Duquesne Light Co
34688,10547,Pyrites Plant,ST Lawrence,NY,13677,Grasse River,NPCC,22,Niagara Mohawk Power Corp
34688,10687,Black River Hydro Associates,Lewis,NY,13433,Black River,NPCC,22,Niagara Mohawk Power Corp
34688,50079,Goodyear Lake Plant,Otsego,NY,13820,Susquehanna River,NPCC,22,New York State Elec & Gas Corp
34688,55368,Wethersfield Wind Farm,Wyoming,NY,14066,,NPCC,22,Niagara Mohawk Power Corp
34688,55790,Fenner Wind,Madison,NY,13035,,NPCC,22,New York State Elec & Gas Corp
34689,50093,Chateaugay High Falls Hydro,Franklin,NY,12920,Chatteaugay,NPCC,22,New York State Elec & Gas Corp
34691,10018,Desert Peak Power Plant,Lyon,NV,89406,Direct Contact Condenser,WECC,22,Sierra Pacific Power Co
34691,10479,Ples I,Mono,CA,93546,Wells,WECC,22,Southern California Edison Co
34691,10480,Mammoth Pacific I,Mono,CA,93546,Wells,WECC,22,Southern California Edison Co
34691,10481,Mammoth Pacific II,Mono,CA,93546,Wells,WECC,22,Southern California Edison Co
34691,10763,Geo East Mesa III,Imperial,CA,92250,Imperial Irrigation Water Dist,WECC,22,Imperial Irrigation District
34691,50654,"Steamboat Hills, L.P.",Washoe,NV,89521,Wells,WECC,22,Sierra Pacific Power Co
34691,50762,Ormesa IH,Imperial,CA,92250,Imperial Irrigation Water Dist,WECC,22,Southern California Edison Co
34691,50763,Steamboat 1,Washoe,NV,89521,Wells,WECC,22,Sierra Pacific Power Co
34691,50764,Ormesa IE,Imperial,CA,92250,Imperial Irrigation Water Dist,WECC,22,Southern California Edison Co
34691,50766,Ormesa I,Imperial,CA,92250,Imperial Irrigation Water Dist,WECC,22,Southern California Edison Co
34691,52138,Steamboat 1A Power Plant,Washoe,NV,89521,Wells,WECC,22,Sierra Pacific Power Co
34691,54038,Geo East Mesa II,Imperial,CA,92250,Imperial Irrigation Water Dist,WECC,22,Imperial Irrigation District
34691,54724,Ormesa II,Imperial,CA,92250,Imperial Irrigation Water Dist,WECC,22,Southern California Edison Co
34691,55991,Brady,Churchill,NV,89406,Direct Contact Condenser,WECC,22,Sierra Pacific Power Co
34691,56321,Richard Burdette Geothermal,Washoe,NV,89521,Wells,WECC,22,Sierra Pacific Power Co
34717,56097,New Mexico Wind Energy Center,Quay,NM,88121,,WECC,22,Public Service Co of NM
34719,56094,Oklahoma Wind Energy Center,Woodward,OK,73801,,SPP,22,Oklahoma Municipal Power Auth
34721,56092,South Dakota Wind Energy Cente,Hyde,SD,57345,,MRO,22,Basin Electric Power Coop
34722,56093,Wyoming Wind Energy Center,Uinta,WY,82930,,WECC,22,PacifiCorp
34723,56099,FPL Energy North Dakota Wind I/II,La Moure,ND,58433,,MRO,22,Otter Tail Power Co
34981,55053,Bridgeport Gas Processing Plant,Wise,TX,76426,,ERCOT,211,Wise Electric Coop Inc
35006,54290,Inforum,Fulton,GA,30303,,SERC,514199,Georgia Power Co
35120,54972,Norit Americas Marshall Plant,Harrison,TX,75670,Municipality,SPP,325188,Southwestern Electric Power Co
36055,50324,Newfound Hydroelectric,Carroll,NH,3222,Newfound Lake,NPCC,22,Public Service Co of NH
38001,50126,Ottauquechee Hydro,Windsor,VT,5052,Ottauquechee,NPCC,22,Green Mountain Power Corp
38009,1631,Doreen,Berkshire,MA,1201,,NPCC,22,Western Massachusetts Elec Co
38009,1634,Gardners Falls,Franklin,MA,1370,Deerfield River,NPCC,22,Western Massachusetts Elec Co
38009,1637,Putts Bridge,Hampden,MA,1056,Chicopee River,NPCC,22,Western Massachusetts Elec Co
38009,1638,Redbridge,Hampden,MA,1095,Chicopee River,NPCC,22,Western Massachusetts Elec Co
38009,1642,West Springfield,Hampden,MA,1089,Connecticut River,NPCC,22,Western Massachusetts Elec Co
38009,1643,Woodland Road,Hampden,MA,1238,,NPCC,22,Western Massachusetts Elec Co
38009,6378,Dwight,Live Oak,MA,1020,Chicopee River,NPCC,22,Western Massachusetts Elec Co
38009,6379,Indian Orchard,Hampden,MA,1151,Chicopee River,NPCC,22,Western Massachusetts Elec Co
38021,55319,Athens Regional Medical Center,Clarke,GA,30606,,SERC,622,Georgia Power Co
38084,7831,Beaver Island,Charlevoix,MI,49782,N/A,ECAR,22,
38127,50821,Mojave 16,Kern,CA,93501,,WECC,22,Southern California Edison Co
38127,50822,Mojave 17,Kern,CA,93501,,WECC,22,Southern California Edison Co
38127,50823,Mojave 18,Kern,CA,93501,,WECC,22,Southern California Edison Co
38215,54451,Los Angeles Refinery Wilmington,Los Angeles,CA,90744,Municipality,WECC,324,Los Angeles City of
38246,599,McKee Run,Kent,DE,19904,Municipality,MAAC,22,
38246,7318,Van Sant Station,Kent,DE,19904,No Cooling Water Emiss Ctrl On,MAAC,22,Dover City of
39006,805,Charles E Monty,Androscoggin,ME,4240,Androscoggin River,NPCC,22,Central Maine Power Co
39006,1480,Androscoggin 3,Androscoggin,ME,4240,Androscoggin River,NPCC,22,Central Maine Power Co
39006,1481,Bar Mills,York,ME,4042,Saco River,NPCC,22,Central Maine Power Co
39006,1482,Bonny Eagle,York,ME,4042,Saco River,NPCC,22,Central Maine Power Co
39006,1483,Brunswick,Cumberland,ME,4011,Androscoggin River,NPCC,22,Central Maine Power Co
39006,1486,Cataract,York,ME,4072,Saco River,NPCC,22,Central Maine Power Co
39006,1487,Continental Mills,Androscoggin,ME,4240,Androscoggin River,NPCC,22,Central Maine Power Co
39006,1488,Deer Rips,Androscoggin,ME,4210,Androscoggin River,NPCC,22,Central Maine Power Co
39006,1490,Fort Halifax,Kennebec,ME,4901,Sebasticook Stream,NPCC,22,Central Maine Power Co
39006,1491,Gulf Island,Androscoggin,ME,4240,Androscoggin River,NPCC,22,Central Maine Power Co
39006,1492,Harris,Somerset,ME,4985,Kennebec River,NPCC,22,Central Maine Power Co
39006,1493,Hiram,Cumberland,ME,4024,Saco River,NPCC,22,Central Maine Power Co
39006,1501,North Gorham,Cumberland,ME,4038,Presumpscot River,NPCC,22,Central Maine Power Co
39006,1504,Shawmut,Somerset,ME,4975,Kennebec River,NPCC,22,Central Maine Power Co
39006,1505,Skelton,York,ME,4042,Saco River,NPCC,22,Central Maine Power Co
39006,1508,West Buxton,York,ME,4093,Saco River,NPCC,22,Central Maine Power Co
39006,1509,Weston,Somerset,ME,4976,Kennebec River,NPCC,22,Central Maine Power Co
39006,1510,Williams,Somerset,ME,4979,Kennebec River,NPCC,22,Central Maine Power Co
39006,1511,Wyman Hydro,Somerset,ME,4920,Kennebec River,NPCC,22,Central Maine Power Co
39006,7044,Bates Mill Upper,Androscoggin,ME,4240,Androscoggin River,NPCC,22,Central Maine Power Co
39006,7048,Hill Mill,Androscoggin,ME,4240,Androscoggin River,NPCC,22,Central Maine Power Co
39006,50999,Aziscohos Hydroelectric Project,Oxford,ME,3579,Aziscohos Lake,NPCC,22,Central Maine Power Co
39066,50153,Texas City Plant Union Carbide,Galveston,TX,77592,Brazos River,ERCOT,325,Texas-New Mexico Power Co
39125,55415,Vandolah Power Station,Hardee,FL,33873,Wells,FRCC,22,"Peace River Electric Coop, Inc"
39185,204,Clinton Power Station,De Witt,IL,61727,Salt Creek,MAIN,22,Illinois Power Co
39185,2388,Oyster Creek,Ocean,NJ,6776,Barnegat Bay,MAAC,22,Jersey Central Power & Lt Co
39185,8011,Three Mile Island,Dauphin,PA,17057,Susquehanna River,MAAC,22,Metropolitan Edison Co
39245,50610,Saint Johns Health Center,Los Angeles,CA,90404,,WECC,622,Southern California Edison Co
39878,10417,Indian Orchard Plant 1,Hampden,MA,1151,Municipality,NPCC,325211,Western Massachusetts Elec Co
40052,10803,Ogdensburg Power,St Lawrence,NY,13669,St Lawrence River,NPCC,22,Niagara Mohawk Power Corp
40192,55414,Shady Hills Generating Station,Pasco,FL,34610,Wells,FRCC,22,Withlacoochee River Elec Coop
40211,54925,Twin Bridges Gas Recovery,Hendricks,IN,46122,,ECAR,22,PSI Energy Inc
40211,54926,Prairie View Gas Recovery,St Joseph,IN,46595,,ECAR,22,Northern Indiana Pub Serv Co
40211,54956,Deercroft Gas Recovery,La Porte,IN,46360,,ECAR,22,Northern Indiana Pub Serv Co
40215,789,Orca,Valdez-Cordova,AK,99574,,ASCC,22,
40215,7042,Humpback Creek,Valdez-Cordova,AK,99574,Humpback Creek,ASCC,22,
40215,7862,Power Creek,Valdez-Cordova,AK,99574,Power Creek,ASCC,22,
40229,7836,Marsh Run Generating,Fauquier,VA,22734,,SERC,22,
40229,7837,Louisa Generating,Louisa,VA,22942,,SERC,22,
40229,7939,Diesel Group 1,Accomack,VA,23421,,MAAC,22,
40229,7940,Diesel Group 2,Amelia,VA,23002,n/a,SERC,22,
40229,7941,Diesel Group 3,Southampton,VA,23837,n/a,SERC,22,
40230,7790,Bonanza,Uintah,UT,84078,Green River,WECC,22,
40294,7725,Coffin Butte,Benton,OR,97330,N/A,WECC,22,
40307,6237,Pittsfield,Pike,IL,62363,Municipality,MAIN,22,
40307,6238,Pearl Station,Pike,IL,62361,Illinois River,MAIN,22,
40307,7818,Alsey,Scott,IL,62694,,MAIN,22,
40382,6594,Rockport,Atchison,MO,64482,Municipality Wells,SERC,22,
40430,50305,LaFarge Alpena,Alpena,MI,49707,Lake Huron,ECAR,327,Alpena Power Co
40437,7413,Short Mountain,Lane,OR,97405,,WECC,22,
40444,6521,Lahontan,Churchill,NV,89406,Lahontan Reservoir,WECC,22,
40577,7286,Richard Gorsuch,Washington,OH,45750,Ohio River,ECAR,22,
40577,7575,Bowling Green,Wood,OH,43402,N/A,ECAR,22,
40577,7576,Engle,Summit,OH,44200,N/A,ECAR,22,
40577,7577,Jackson,Jackson,OH,45640,N/A,ECAR,22,
40577,7578,Napoleon,Henry,OH,43545,N/A,ECAR,22,
40577,7579,Niles,Trumbull,OH,44446,N/A,ECAR,22,
40577,7580,Wadsworth,Medina,OH,44300,N/A,ECAR,22,
40577,7594,Belleville,Wood,WV,26133,Ohio River,ECAR,22,
40577,7603,Prospect Municipal,Marion,OH,43342,N/A,ECAR,22,
40577,7774,Cleveland Peaking,Cuyahoga,OH,44114,N/A,ECAR,22,
40577,7775,Versailles Peaking,Darke,OH,45380,N/A,ECAR,22,
40577,7776,Napoleon Peaking,Henry,OH,43545,N/A,ECAR,22,
40577,7777,Dover Peaking,Tuscarawas,OH,44622,N/A,ECAR,22,
40577,7778,Orrville Peaking,Wayne,OH,44667,N/A,ECAR,22,
40577,7779,Bryan Peaking,Williams,OH,43506,N/A,ECAR,22,
40577,7780,Jackson Cntr Peaking,Shelby,OH,45334,N/A,ECAR,22,
40577,7781,Arcanum Peaking,Darke,OH,45304,N/A,ECAR,22,
40577,7782,Hamilton Peaking,Butler,OH,45011,N/A,ECAR,22,
40577,7783,Bowling Green Peaking,Wood,OH,43402,N/A,ECAR,22,
40577,7791,Montpelier,Williams,OH,43543,N/A,ECAR,22,
40577,7827,Shelby North,Richland,OH,44875,,ECAR,22,
40577,7874,Edgerton,Butler,OH,43517,N/A,ECAR,22,
40577,7878,Wellington,Lorain,OH,44090,,ECAR,22,
40577,7918,Galion,Crawford,OH,44833,N/A,ECAR,22,
40577,7919,Seville,Medina,OH,44273,N/A,ECAR,22,
40577,55262,Bowling Green Generating Station,Wood,OH,43402,N/A,ECAR,22,
40577,55263,Galion Generating Station,Crawford,OH,44835,N/A,ECAR,22,
40577,55264,Napoleon Peaking Station,Henry,OH,43545,N/A,ECAR,22,
40577,56226,Bowling Green Wind,Wood,OH,43402,N/A,ECAR,22,
40580,56414,Redwood Falls Wind,Redwood,MN,56383,,MRO,22,
40580,56415,Fairmont Wind,Martin,MN,56031,,MRO,22,
40582,7984,Kalkaska CT #1,Kalkaska,MI,49646,,ECAR,22,
40606,59,Platte,Hall,NE,68801,Wells,MRO,22,
40606,2241,C W Burdick,Hall,NE,68801,Wells,MRO,22,
40613,7368,Geothermal 1,Sonoma,CA,95461,Geothermal Condensate,WECC,22,
40613,7369,Geothermal 2,Sonoma,CA,95461,Geothermal Condensate,WECC,22,
40613,7449,Combustion Turbine Project No 2,San Joaquin,CA,95242,Treatment Plant Effluent,WECC,22,
40613,7450,Alameda,Alameda,CA,94501,Municipality,WECC,22,
40613,7451,Lodi,San Joaquin,CA,94501,Municipality,WECC,22,
40613,7452,Roseville,Placer,CA,95240,Municipality,WECC,22,
40613,54554,Spicer Meadow Project,Tuolumne,CA,95247,Spicer Meadow Reservoir,WECC,22,
40613,54555,Collierville Powerhouse,Claveras,CA,92547,Northfork Stanisalus River,WECC,22,
40614,56018,AMEA Peaking,Talladega,AL,35150,,SERC,22,
40845,54344,ISG Weirton,Hancock,WV,26062,Ohio River,ECAR,331111,Allegheny Power
41530,50010,Glen Ferris Hydro,Fayette,WV,25085,Kanawaha River,ECAR,331,Appalachian Power Co
41530,50011,Hawks Nest Hydro,Fayette,WV,25085,New River,ECAR,331,Appalachian Power Co
41530,50012,Alloy Steam Station,Fayette,WV,25002,Kanawaha River,ECAR,331,Appalachian Power Co
42018,54998,SPSA Waste To Energy Power Plant,Portsmouth City,VA,23704,City Of Portsmouth,SERC,483,Virginia Electric & Power Co
42659,52173,Conemaugh Hydro Plant,Westmoreland,PA,15681,Conemaugh River,MAAC,22,Pennsylvania Electric Co
42662,4044,Oconto Falls Upper,Oconto,WI,54154,Oconto River,MAIN,22,Wisconsin Public Service Corp
42662,50408,Park Mill,Marinette,WI,54143,Menominee River,MAIN,322122,Wisconsin Public Service Corp
42662,50409,Menominee Mill Marinette,Menominee,MI,49858,Menominee River,ECAR,322122,Wisconsin Public Service Corp
42662,50439,Oconto Falls Lower,Oconto,WI,54154,Oconto River,MAIN,322,Wisconsin Electric Power Co
42744,54251,Opal Springs Hydro,Jefferson,OR,97734,Crooked River,WECC,22,PacifiCorp
42806,10807,Dietrich Drop,Lincoln,ID,83324,Bigwood Canal,WECC,22,Idaho Power Co
42806,10808,Low Line Rapids,Twin Falls,ID,83341,Lowline Canal,WECC,22,Idaho Power Co
42806,10809,Rock Creek II,Twin Falls,ID,83301,Rockcreek,WECC,22,Idaho Power Co
42890,54688,Thundermist Hydro,Providence,RI,2895,Blackston River,NPCC,22,The Narragansett Electric Co
42892,50380,Upriver Dam Hydro Plant,Spokane,WA,99212,Spokane River,WECC,2213,Avista Corp
43164,50846,Kaiser Aluminum,St James,LA,70052,Mississippi River,SERC,325188,Entergy Louisiana Inc
43897,55285,Wolf Hills Energy LLC,Washington,VA,24202,Municipality,ECAR,22,Appalachian Power Co
44135,52203,Gude,Montgomery,MD,20850,Montgomery County Water,MAAC,22,Potomac Electric Power Co
44135,54326,Penrose Power Station,Los Angeles,CA,91352,LA Department of Water & Power,WECC,22,Southern California Edison Co
44135,54327,Toyon Power Station,Los Angeles,CA,90027,LA  Dept of Water & Power,WECC,22,Southern California Edison Co
44373,55338,Killona Energy Center,,LA,,,SPP,22,"Entergy Power, Inc"
44466,52130,Whiting Refinery,Lake,IN,46394,Lake Michigan,ECAR,32411,Northern Indiana Pub Serv Co
44858,10221,New York State Dam Hydro,Saratoga,NY,12188,Mohawk River,NPCC,22,Niagara Mohawk Power Corp
47852,55346,Acadien Energy Center,Jefferson,LA,70663,,SPP,22,Entergy Gulf States Inc
49728,55261,Wadsworth Generating Station,Medina,OH,44281,,ECAR,22,Ohio Edison Co
49728,55538,Escondido Power Plant,San Diego,CA,92029,Wells,WECC,22,San Diego Gas & Electric Co
49728,55540,Chula Vista I,San Diego,CA,91911,Wells,WECC,22,San Diego Gas & Electric Co
49731,52080,Concord Cogen,Contra Costa,CA,94520,Municipality,WECC,514,Pacific Gas & Electric Co
49732,52105,Richmond Refinery Power Plant,Contra Costa,CA,94802,East Bay MUD,WECC,32411,Pacific Gas & Electric Co
49732,52109,Richmond Cogen,Contra Costa,CA,94802,East Bay MUD,WECC,32411,Pacific Gas & Electric Co
49735,50024,HGST San Jose Standby Generator,Santa Clara,CA,95193,Wells,WECC,339,Pacific Gas & Electric Co
49736,56105,Loring BioEnergy,Aroostook,ME,4750,Little Madawaska River,NPCC,22,Maine Public Service Co
49744,52129,Anschutz Ranch East,Uinta,WY,82930,,WECC,211,PacifiCorp
49745,56107,Cash Creek,Henderson,KY,42419,Green River,ECAR,22,Tennessee Valley Authority
49747,55829,Millinocket Mill,Penobscot,ME,4462,West Branch Penobscot River,NPCC,322122,Bangor Hydro-Electric Co
49747,55830,East Millinocket Mill,Penobscot,ME,4462,West Branch Penobscot River,NPCC,322122,Bangor Hydro-Electric Co
49748,54111,Second Imperial Geothermal,Imperial,CA,92249,Irrigation Canal,WECC,22,San Diego Gas & Electric Co
49748,54689,Heber Geothermal,Imperial,CA,92249,Irrigation Canal,WECC,22,Imperial Irrigation District
49750,55396,Green Power I,Riverside,CA,92258,,WECC,22,Southern California Edison Co
49751,50552,Cabazon Wind Farm,Riverside,CA,92230,,WECC,22,Southern California Edison Co
49752,56109,Commonwealth Shore,Atlantic,NJ,8330,,MAAC,22,Conectiv Atlantic Generatn Inc
49753,10051,Lockville Hydropower,Chatham,NC,27559,Deep River,SERC,22,Progress Energy Carolinas Inc
49756,856,E D Edwards,Peoria,IL,61607,Illinois River,MAIN,22,
49756,860,Sterling Avenue,Peoria,IL,61615,Municipality,MAIN,22,
49756,6016,Duck Creek,Fulton,IL,61520,Pond,MAIN,22,
49757,56110,Peabody Power Station,Essex,MA,1960,Municipal,NPCC,22,New England Power Company
49760,50657,Montgomery County Resource Recovery,Montgomery,MD,20842,Mirant Discharge Canal,MAAC,22,Potomac Electric Power Co
49765,7191,Tallassee Hydro Project,Clarke,GA,30607,Middle Oconee River,SERC,22,Jackson Electric Member Corp
49768,55168,Bastrop Energy Center,Bastrop,TX,78602,Colorado River,ERCOT,22,Lower Colorado River Authority
49769,56113,BFI Tessman Rd Landfill,,TX,78219,,ERCOT,,
49770,54935,Harford Waste to Energy Facility,Harford,MD,21085,river at Aberdeen Provng Grnds,MAAC,562212,Baltimore Gas & Electric Co
49774,55025,Yates Gas Plant,Pecos,TX,79744,N/A,ERCOT,211,AEP Texas North Company
49775,56119,Middlesex Generating Facility,Middlesex,NJ,8872,Edward J. Patten Wastewater Pl,MAAC,22,Jersey Central Power & Lt Co
49777,56124,SP Newsprint- Newberg Cogen,Yamhill,OR,97132,Willamette River,WECC,322122,Portland General Electric Company
49778,54933,Cadbury Adams - Rockford,Winnebago,IL,61105,Municipality,MAIN,311,Commonwealth Edison Co
49779,56134,Stockton Regional Water Control Facility,San Joaquin,CA,95206,Municipality (Well and Surface,WECC,22132,Pacific Gas & Electric Co
49785,56140,Groveton Paper Board,Coos,NH,3582,Upper Ammonusuc River,NPCC,32213,Public Service Co of NH
49786,56141,Jamaica Bay Peaking,Queens,NY,11691,Municipality,NPCC,22,Long Island Power Authority
49789,56142,"Chanarambie Power Partners, LLC",Murray,MN,56151,NA,MRO,22,Northern States Power Co
49791,55176,Eastman Cogeneration Facility,Harrison,TX,75602,Supplied By Thermal Host,SPP,22,Southwestern Electric Power Co
49796,55992,Desert Sky,Pecos,TX,79744,n/a,ERCOT,22,AEP Texas North Company
49801,50933,Rhinelander Mill,Oneida,WI,54501,Wisconsin River,MRO,322122,Wisconsin Public Service Corp
49805,56163,KUCC,Salt Lake,UT,84044,Wells,WECC,2122,PacifiCorp
49812,56169,Freehold Ashbury Park Press,Monmouth,NJ,7728,Municiple,MAAC,22,Jersey Central Power & Lt Co
49820,55347,Armstrong,Armstrong,PA,15774,,ECAR,22,"Allegheny Electric Coop, Inc"
49821,55350,Dresden Energy Facility,Muskingum,OH,43821,Muskingum River,ECAR,22,Ohio Power Co
49822,55348,Troy Energy LLC,Wood,OH,43443,,ECAR,22,Ohio Edison Co
49831,56182,Century Flooring Co,Izard,AR,72556,well,SERC,321,Entergy Arkansas Inc
49834,56184,Red Bluff,Tehama,CA,96080,Municipality,WECC,22,Pacific Gas & Electric Co
49834,56185,Chowchilla II,Madera,CA,93610,Municipality,WECC,22,Pacific Gas & Electric Co
49837,56188,Pinelawn Power LLC,Suffolk,NY,11707,NA,NPCC,22,Long Island Power Authority
49840,56189,"Waterside Power, LLC",Fairfield,CT,6904,Aquarian Water Co,NPCC,22,Connecticut Light & Power Co
49841,56191,Colville Indian Power & Veneer,Okanogan,WA,98841,well,WECC,321,"Okanogan County Elec Coop, Inc"
49842,56192,Wauna Mill,Clatsop,OR,97016,Columbia River,WECC,322122,Clatskanie Peoples Util Dist
49844,56195,Combine Hills I,Umatilla,OR,97862,,WECC,22,Pacific Power & Light Co
49845,56032,Equus Freeport Power,Nassau,NY,11520,Municipal,NPCC,22,Long Island Power Authority
49846,10334,H Power,Honolulu,HI,96707,Caprock Well,HICC,562212,Hawaiian Electric Co Inc
49852,3730,Newport Diesels,Orleans,VT,5855,Clyde Pond,NPCC,22,"Vermont Electric Coop, Inc"
49852,3731,Newport,Orleans,VT,5855,Clyde Pond,NPCC,22,"Vermont Electric Coop, Inc"
49858,56197,Smithfield,Lenoir,NC,28504,Well,SERC,311,City of Kinston
49859,52089,Cinergy Solutions of Narrows,Giles,VA,24124,New River,ECAR,314,Appalachian Power Co
49860,50660,Walter B Hall Resource Recovery Facility,Tulsa,OK,74107,Municipality,SPP,32411,Public Service Co of Oklahoma
49862,50815,CoGen Lyondell,Harris,TX,77530,Cooling,ERCOT,22,"CenterPoint Energy Houston Electric, LLC"
49863,56221,River Hill Power Company LLC,Clearfield,PA,16845,West Branch Susquehanna River,MAAC,22,Allegheny Power
49864,56199,TG Windfarm LLC,Pipestone,MN,56164,N/A,MRO,22,Northern States Power Co
49865,56200,CG Windfarm LLC,Pipestone,MN,56186,N/A,MRO,22,Northern States Power Co
49866,56201,Bisson Windfarm LLC,Pipestone,MN,56164,N/A,MRO,22,Northern States Power Co
49867,56202,Tofteland Windfarm LLC,Pipestone,MN,56164,N/A,MRO,22,Northern States Power Co
49868,56203,Westridge Windfarm LLC,Pipestone,MN,56186,N/A,MRO,22,Northern States Power Co
49869,56204,Fey Windfarm LLC,Pipestone,MN,56186,N/A,MRO,22,Northern States Power Co
49870,56205,Windcurrent Farms LLC,Pipestone,MN,56186,N/A,MRO,22,Northern States Power Co
49871,56206,K-Brink Windfarm LLC,Pipestone,MN,56186,N/A,MRO,22,Northern States Power Co
49872,56207,DL Windy Acres LLC,Jackson,MN,56119,N/A,MRO,22,Great River Energy
49873,56208,S&P Windfarm LLC,Jackson,MN,56119,N/A,MRO,22,Great River Energy
49874,56209,Boeve Windfarm LLC,Pipestone,MN,56186,N/A,MRO,22,Northern States Power Co
49875,56210,B&K Energy Systems LLC,Jackson,MN,56119,N/A,MRO,22,Great River Energy
49878,55135,Alliant Energy Neenah,Winnebago,WI,54956,Cooling-Well Water,MRO,22,Wisconsin Electric Power Co
49879,54999,Savannah Resource Recovery Facility,Chatham,GA,31404,Municipality,SERC,325,Savannah Electric & Power Co
49880,55769,Madison Windpower LLC,Madison,NY,13402,NA,NPCC,22,New York State Elec & Gas Corp
49881,55034,J & L Electric,Franklin,ME,4983,Day Mountain Pond,NPCC,321,Central Maine Power Co
49886,56220,Longleaf Energy Station,Early,GA,39823,Chattahoochee River,SERC,22,Georgia Power Co
49888,56222,Estill County Energy Partners LLC,Estill,KY,40336,Kentucky River,ECAR,22,Kentucky Utilities Co
49889,10343,Foster Wheeler Mt Carmel Cogen,Northumberland,PA,17832,Consumers Pa Water Co,MAAC,22,PPL Electric Utilities Corp
