UTILCODE,PLNTCODE,PLNTNAME,CNTYNAME,STATE,PLNTZIP,WATSOURCE,NERC,NAICS,SERVAREA
291,10567,Algonquin Windsor Locks,Hartford,CT,6096,Windsor Locks Canal,NPCC,22,Connecticut Light & Power Co
295,1958,Alexandria,Douglas,MN,56308,Lake Winona,MRO,22,
298,6558,D G Hunter,Rapides,LA,71301,Municipality,SPP,22,
306,54898,Santeetlah,Graham,NC,28771,Cheoah River,SERC,331312,Tennessee Valley Authority
306,54899,Cheoah,Graham,NC,28780,Little Tennessee River,SERC,331312,Tennessee Valley Authority
306,54900,Calderwood,Blount,TN,37801,Little Tennessee River,SERC,331312,Tennessee Valley Authority
306,54901,Chilhowee,Blount,TN,37801,Little Tennessee River,SERC,331312,Tennessee Valley Authority
309,1120,Algona,Kossuth,IA,50511,Wells,MRO,22,
309,7966,Iowa Distributed Wind Generation Project,Kossuth,IA,50511,NA,MRO,22,
311,54572,Lochmere Hydroelectric Plant,Belknap,NH,3220,Winnipesaukee River,NPCC,22,Public Service Co of NH
313,55139,"Wolf Hollow I, L.P.",Hood,TX,76048,Lake Granbury,ERCOT,22,Brazos Electric Power Coop Inc
317,54894,Narrows,Stanly,NC,28009,Yadkin River,SERC,22,Duke Energy Corporation
317,54895,Falls,Stanly,NC,28009,Yadkin River,SERC,22,Duke Energy Corporation
317,54896,High Rock,Davidson,NC,28239,Yadkin River,SERC,22,Duke Energy Corporation
317,54897,Tuckertown,Montgomery,NC,28127,Yadkin River,SERC,22,Progress Energy Carolinas Inc
326,54391,Alice Falls Hydro Project,Clinton,NY,12944,Ausable River,NPCC,22,New York State Elec & Gas Corp
327,10298,Bayou Cogen Plant,Harris,TX,77507,Coastal Water Authority,ERCOT,325,"CenterPoint Energy Houston Electric, LLC"
332,7128,William F Matson Generating Station,Juniata,PA,16652,Raystown Branch Juniata River,MAAC,22,
335,54748,Port Neches Plant,Jefferson,TX,77651,Ind Gas Manure,SERC,325,Entergy Gulf States Inc
349,10216,Alabama River Pulp,Monroe,AL,36470,Alabama River,SERC,322,Alabama Power Co
353,10640,Stockton Cogen,San Joaquin,CA,95206,Well,WECC,22,Pacific Gas & Electric Co
354,55251,Gleason Generating Facility,Weakley,TN,38229,Well,SERC,22,Tennessee Valley Authority
358,54612,Amalgamated Sugar LLC Nyssa,Malheur,OR,97913,Process,WECC,311,Idaho Power Co
361,54710,Alliant SBD 9205 A Y McDonald,Dubuque,IA,52002,,MAIN,22,Interstate Power and Light Co
361,54712,Alliant SBD 9201 Norplex,Allamakee,IA,52162,,MAIN,22,Interstate Power and Light Co
361,54713,Alliant SBD 8603 Donnelley,Story,IA,50201,,MAIN,22,Interstate Power and Light Co
361,54714,Alliant SBD 8501 Aegon USA,Linn,IA,52499,,MAIN,22,Interstate Power and Light Co
361,54715,Alliant SBD 9107 Swift,Marshall,IA,50158,,MAIN,22,Interstate Power and Light Co
361,54716,Alliant SBD 8602 Marion Sub,Linn,IA,52405,,MAIN,22,Interstate Power and Light Co
361,54717,Alliant SBD 9106 Rockwell CR,Linn,IA,52498,,MAIN,22,Interstate Power and Light Co
361,54718,Alliant SBD 9206 Donaldson,Howard,IA,52136,,MAIN,22,Interstate Power and Light Co
361,54719,Alliant SBD 9203 Profol,Linn,IA,52404,,MAIN,22,Interstate Power and Light Co
361,54720,Alliant SBD 8601 ACG,Iowa,IA,52301,,MAIN,22,Interstate Power and Light Co
361,54735,Alliant SBD 9301 Swiss,Dubuque,IA,52001,,MAIN,22,Interstate Power and Light Co
361,54929,Alliant SBD 9403 Aegon DC,Linn,IA,52404,,MAIN,22,Interstate Power and Light Co
361,54930,Alliant SBD 9402 Climax,Lee,IA,52627,,MAIN,22,Interstate Power and Light Co
361,54967,Alliant SBD 9302 Aegon NP,Linn,IA,52499,,MAIN,22,Interstate Power and Light Co
361,54968,Alliant SBD 9502 Eaton,Wright,IA,50421,,MAIN,22,Interstate Power and Light Co
361,55315,Alliant SBD 9702 Cedar Graphics,Linn,IA,52233,,MAIN,22,Interstate Power and Light Co
361,55316,Alliant SBD 9805 Rockford Products,Winnebago,IL,61104,,MAIN,22,Commonwealth Edison Co
361,55996,Alliant SBD0201 Penford Produc,Linn,IA,52405,,MAIN,22,Commonwealth Electric Co
361,56072,Alliant SBD 9801 Aegon Martha's Way,Linn,IA,52406,,MAIN,22,Interstate Power and Light Co
361,56073,Alliant SBG 9802 Toyota,Linn,IA,52411,,MAIN,22,Linn County Rural E C A
361,56074,Alliant SBD 9901 GE Capital,Linn,IA,52404,,MAIN,22,Interstate Power and Light Co
379,10569,Big Spring Texas Refinery,Howard,TX,79720,Cooling Tower,ERCOT,32411,TXU Electric Delivery Company
402,10581,Altamont Power LLC,Alameda,CA,94550,,WECC,22,Pacific Gas & Electric Co
404,10406,Alsip Paper Condominium Association,Cook,IL,60658,,MAIN,322122,Commonwealth Edison Co
405,1121,Alta Municipal Utilities,Buena Vista,IA,51002,,MRO,22,
406,7990,Altamont,Effingham,IL,62411,Municipal Water System,MAIN,22,
429,52122,Wasson CO2 Removal Plant,Yoakum,TX,79323,Wells,SPP,211,Southwestern Public Service Co
431,54222,Alyeska Seafoods,Aleutian Islands,AK,99685,N/A,ASCC,114,Unalaska City of
450,10504,Amalgamated Sugar Twin Falls,Twin Falls,ID,83301,Rock Creek,WECC,311,Idaho Power Co
463,10549,Al Turi,Orange,NY,10924,,NPCC,22,Orange & Rockland Utils Inc
470,50472,American Ref-Fuel of Niagara,Niagara,NY,14304,Niagara River & Municipality,NPCC,22,Niagara Mohawk Power Corp
472,50964,Amedee Geothermal Venture I,Tehama,CA,96127,Well,WECC,22,Lassen Municipal Utility District
473,10642,Covanta Hempstead,Nassau,NY,11590,Wells And Municipal,NPCC,22,Long Island Power Authority
477,10433,Oakland Dam Hydroelectric,Susquehanna,PA,18847,Susquehanna River,MAAC,22,Pennsylvania Electric Co
491,54210,American Crystal Sugar Hillsboro,Traill,ND,58045,N/A,MRO,311,Nodak Electric Coop Inc
491,54211,American Crystal Sugar Moorhead,Clay,MN,56560,N/A,MRO,311,Moorhead City of
491,54212,American Crystal Sugar Crookston,Polk,MN,56716,N/A,MRO,311,Otter Tail Power Co
491,54213,American Crystal Sugar Drayton,Pembina,ND,58225,N/A,MRO,311,Nodak Electric Coop Inc
491,54214,American Crystal Sugar East Grand Forks,Polk,MN,56721,N/A,MRO,311,East Grand Forks City of
498,55458,Bloomfield Energy Farm,San Juan,NM,87413,N/A,WECC,22,City of Farmington
503,10152,Warrior Ridge Hydro,Huntingdon,PA,16669,Juniata River,MAAC,22,Pennsylvania Electric Co
509,55337,AES Ironwood LLC,Lebanon,PA,17042,Quarry-DRBC,MAAC,22,Metropolitan Edison Co
520,861,Coffeen,Montgomery,IL,62017,Mcdavid Branch,MAIN,22,Central Illinois Pub Serv Co
520,862,Grand Tower,Jackson,IL,62942,Mississippi River,MAIN,22,Central Illinois Pub Serv Co
520,863,Hutsonville,Crawford,IL,62433,Wabash River,MAIN,22,Central Illinois Pub Serv Co
520,864,Meredosia,Morgan,IL,62665,Illinois River,MAIN,22,Central Illinois Pub Serv Co
520,6017,Newton,Jasper,IL,62448,Laws Creek,MAIN,22,Central Illinois Pub Serv Co
520,55201,Gibson City,Ford,IL,60936,,MAIN,22,Central Illinois Pub Serv Co
520,55438,Elgin Energy Center,Kane,IL,60120,,MAIN,22,Commonwealth Edison Co
520,55447,Columbia Energy Center,Boone,MO,65202,,MAIN,22,Columbia City of
528,10646,American Ref-Fuel of SE CT,New London,CT,6365,Norwich Utilities,NPCC,22,Connecticut Light & Power Co
542,10643,American Ref-Fuel of Essex,Essex,NJ,7105,Air Cooled Condensor,MAAC,22,Public Service Elec & Gas Co
547,54512,Domino Sugar Arabi Plant,St Bernard,LA,70032,Mississippi River,SERC,311,Entergy Louisiana Inc
554,1122,Ames Electric Services Power Plant,Story,IA,50010,Well,MRO,22,
554,6463,Ames GT,Story,IA,50010,Municipality,MRO,22,
563,10151,Grant Town Power Plant,Marion,WV,26574,Monongahela River,ECAR,22,Monongahela Power Co
570,10746,American Ref-Fuel of Delaware Valley,Delaware,PA,19013,Municipality,MAAC,22,PECO Energy Co
590,7693,Anaheim GT,Orange,CA,92805,City ground water and MWD,WECC,22,
599,75,Anchorage 1,Anchorage,AK,99501,N/A,ASCC,22,
599,77,Eklutna Hydro Project,Matanuska-Susitna,AK,99645,Eklutna Lake,ASCC,22,
599,6559,George M Sullivan Generation Plant 2,Anchorage,AK,99504,Municipality,ASCC,22,
623,10430,Anheuser Busch St Louis,St Louis City,MO,63118,Municipality,SPP,311,Union Electric Co
623,10431,Anheuser Busch Jacksonville,Duval,FL,32218,Municipality,FRCC,311,Jacksonville Electric Authority
623,54913,Anheuser Busch Newark Brewery,Essex,NJ,7101,Municipality,MAAC,311,Public Service Elec & Gas Co
641,55211,ANP Bellingham Energy Project,Norfolk,MA,2019,Municipal/Air Cooled Condenser,NPCC,22,National Grid
656,55212,ANP Blackstone Energy Project,Worcester,MA,1504,Air Cool Condensers,NPCC,22,National Grid
666,50253,Abitibi Consolidated Sheldon,Harris,TX,77049,Lake Houston,ERCOT,322122,"CenterPoint Energy Houston Electric, LLC"
682,1123,Anita,Cass,IA,50020,,MRO,22,
695,2214,Ansley,Custer,NE,68814,Municipality,MRO,22,
701,1258,Anthony,Harper,KS,67003,Wells,SPP,22,
733,3772,Buck,Carroll,VA,24350,New River,ECAR,22,
733,3773,Byllesby 2,Carroll,VA,24350,New River,ECAR,22,
733,3774,Claytor,Pulaski,VA,24141,New River,ECAR,22,
733,3775,Clinch River,Russell,VA,24225,Clinch River,ECAR,22,
733,3776,Glen Lyn,Giles,VA,24093,New River,ECAR,22,
733,3777,Leesville,Campbell,VA,24563,Roanoke River,ECAR,22,
733,3778,Niagara,Roanoke,VA,24179,Roanoke River,ECAR,22,
733,3779,Reusens,Campbell,VA,24501,James River,ECAR,22,
733,3780,Smith Mountain,Franklin,VA,24141,Roanoke River,ECAR,22,
733,3935,John E Amos,Putnam,WV,25213,Kanawha River,ECAR,22,
733,3936,Kanawha River,Kanawha,WV,25086,Kanawha River,ECAR,22,
733,3938,Philip Sporn,Mason,WV,25265,Ohio River,ECAR,22,
733,6264,Mountaineer,Mason,WV,25265,Ohio River,ECAR,22,
733,6560,London,Kanawha,WV,25126,Kanawha River,ECAR,22,
733,6561,Marmet,Kanawha,WV,25315,Kanawha River,ECAR,22,
733,6562,Winfield,Kanawha,WV,25213,Kanawha River,ECAR,22,
733,55276,Ceredo Generating Station,Wayne,WV,25704,City Of Kenora,ECAR,22,
739,55091,Midlothian Energy Facility,Ellis,TX,76065,None (Air Cooled),ERCOT,22,TXU Electric Delivery Company
745,10810,NTC/MCRD Energy Facility,San Diego,CA,92140,City Of San Diego,WECC,22,San Diego Gas & Electric Co
745,10811,Naval Station Energy Facility,San Diego,CA,92136,Navy Pwc,WECC,22,San Diego Gas & Electric Co
745,10812,North Island Energy Facility,San Diego,CA,92118,Navy Pwc,WECC,22,San Diego Gas & Electric Co
753,55877,Aquila Muskingum Energy Center,Muskingum,OH,43830,,ECAR,22,Columbus Southern Power Co
756,10155,Brasfield,Appomattox,VA,23803,Appomattox River,SERC,22,Virginia Electric & Power Co
757,55417,Raccoon Creek Energy Center,Clay,IL,62839,N/A,MAIN,22,AmerenCIPS
757,55496,Goose Creek Energy Center,Piatt,IL,62839,N/A,MAIN,22,AmerenIP
761,55826,Aries II Energy Center,Cass,MO,64080,Municipal,SPP,22,Central Illinois Pub Serv Co
765,4100,Arcadia Electric,Trempealeau,WI,54612,Municipality,MRO,22,
768,2902,Arcanum,Darke,OH,45304,Municipality,ECAR,22,
770,460,Pueblo,Pueblo,CO,81003,Arkansas River,WECC,22,
770,462,W N Clark,Fremont,CO,81212,Arkansas River,WECC,22,
770,1230,Cimarron River,Seward,KS,67901,Wells,SPP,22,
770,1233,Judson Large,Ford,KS,67801,Wells,SPP,22,
770,1235,Arthur Mullergren,Barton,KS,67530,Wells,SPP,22,
770,2090,Nevada,Vernon,MO,64772,,SPP,22,
770,2092,Ralph Green,Cass,MO,64080,,SPP,22,
770,2094,Sibley,Jackson,MO,64088,Missouri River,SPP,22,
770,2098,Lake Road,Buchanan,MO,64504,Cooling Towers,SPP,22,
770,6074,Greenwood,Jackson,MO,64034,,SPP,22,
770,6144,Kansas City International,Platte,MO,64079,,SPP,22,
770,6516,Rocky Ford,Otero,CO,81067,Wells,WECC,22,
770,7995,Airport Industrial,Pueblo,CO,81001,,WECC,22,
770,8037,Clifton,Washington,KS,66937,Wells,SPP,22,
770,56151,South Harper,Cass,MO,64701,PWSD #9,SPP,22,
772,10857,Archer Daniels Midland Fredonia,Wilson,KS,66736,Municipal,SPP,311,Fredonia City of
772,10859,Valdosta,Lowndes,GA,31601,Municipal,SERC,311,Georgia Power Co
772,10860,Archer Daniels Midland Clinton,Clinton,IA,52732,Mississippi River,MRO,311,Interstate Power and Light Co
772,10861,Archer Daniels Midland Des Moines,Polk,IA,50316,Municipal,MRO,311,MidAmerican Energy Co
772,10862,Archer Daniels Midland Lincoln,Lancaster,NE,68507,Municipal,MRO,311,Lincoln Electric System
772,10863,Archer Daniels Midland Mankato,Blue Earth,MN,56001,Municipal,MRO,311,Northern States Power Co
772,10864,Archer Daniels Midland Cedar Rapids,Linn,IA,52406,Municipal,MRO,311,Interstate Power and Light Co
772,10865,Archer Daniels Midland Decatur,Macon,IL,62521,Sangamon River/Lake Decatur,MAIN,311,Illinois Power Co
772,10866,Archer Daniels Midland Peoria,Peoria,IL,61602,Illinois River,MAIN,311,Central Illinois Light Co
772,54310,Galesburg,Knox,IL,61401,Municipal,MAIN,311,Illinois Power Co
772,54311,Archer Daniels Midland Little Rock,Pulaski,AR,72203,Municipal,SERC,311,Entergy Arkansas Inc
772,54312,Archer Daniels Midland Taylorville,Christian,IL,62568,Municipal,MAIN,311,Central Illinois Pub Serv Co
772,54316,Archer Daniels Midland Southport,Brunswick,NC,28461,Municipal,SERC,311,Progress Energy Carolinas Inc
772,54908,Enderlin,Ransom,ND,58027,Municipality,MRO,311,Otter Tail Power Co
772,55046,Mansfield,Plymouth,MA,2048,Municipal,NPCC,311,Mansfield Town of
772,55638,Walhalla,Pembina,ND,58282,Municipal,MRO,311,Nodak Electric Coop Inc
779,10053,Aroostook & Bangor Resources,Penobscot,ME,4459,Wells,NPCC,321,Bangor Hydro-Electric Co
782,10787,Piedmont Hydro Power Project,Greenville,SC,29673,Saluda River,SERC,22,Duke Energy Corporation
782,10798,Fries Hydroelectric Project,Grayson,VA,24330,New River,ECAR,22,Appalachian Power Co
782,10801,Ware Shoals Hydro Project,Laurens,SC,29692,Saluda River,SERC,22,Duke Energy Corporation
792,7810,Argyle,Lafayette,WI,53504,Pecatonica River,MRO,22,
794,54390,Kamaoa Wind Farm,Hawaii,HI,96772,,HICC,22,Hawaii Electric Light Co Inc
794,56378,Pakini Nui Wind Farm,Hawaii,HI,96772,,HICC,22,
796,160,Apache Station,Cochise,AZ,85606,Wells,WECC,22,
803,112,Childs,Yavapai,AZ,85544,Fossil Creek/Natural Spring,WECC,22,
803,113,Cholla,Navajo,AZ,86032,Lake Wells,WECC,22,
803,114,Douglas,Cochise,AZ,85607,Municipality,WECC,22,
803,115,Irving,Yavapai,AZ,86322,Fossil Creek/Natural Spring,WECC,22,
803,116,Ocotillo,Maricopa,AZ,85281,Wells,WECC,22,
803,117,West Phoenix,Maricopa,AZ,85043,Wells,WECC,22,
803,118,Saguaro,Pinal,AZ,85245,Wells,WECC,22,
803,120,Yucca,Yuma,AZ,85364,Wells,WECC,22,
803,2442,Four Corners,San Juan,NM,87416,Lake River,WECC,22,
803,6008,Palo Verde,Maricopa,AZ,85036,Sewage Effluent,WECC,22,
803,55455,Red Hawk,Maricopa,AZ,85322,Municipality,WECC,22,
803,55522,Sundance,Pinal,AZ,85228,Municipality,WECC,22,
803,56228,Prescott Airport,Yavapai,AZ,86301,,WECC,22,
807,201,Thomas Fitzhugh,Franklin,AR,72949,Arkansas River,SPP,22,
807,202,Carl Bailey,Woodruff,AR,72006,White River,SERC,22,
807,203,McClellan,Ouachita,AR,71701,Ouachita River,SERC,22,
807,7040,Ellis,Crawford,AR,72956,Arkansas River,SPP,22,
807,7135,Whillock,Conway,AR,72110,Arkansas River,SERC,22,
807,7246,Dam 2,Desha,AR,71639,Arkansas River,SERC,22,
807,7825,Fulton,Hempstead,AR,71838,N/A,SPP,22,
807,55221,Wrightsville Power Facility,Pulaski,AR,72206,Municipality,SERC,22,
814,166,Carpenter,Garland,AR,71901,Lake Hamilton,SERC,22,
814,167,Cecil Lynch,Pulaski,AR,72117,Arkansas River,SERC,22,
814,168,Hamilton Moses,St Francis,AR,72335,Cooling Tower,SERC,22,
814,169,Harvey Couch,Lafayette,AR,71860,Cooling Tower,SERC,22,
814,170,Lake Catherine,Hot Spring,AR,72105,Lake Catherine,SERC,22,
814,171,Mabelvale,Pulaski,AR,72103,Air Cooled,SERC,22,
814,173,Robert E Ritchie,Phillips,AR,72342,Mississippi River,SERC,22,
814,174,Remmel,Hot Spring,AR,72104,Lake Catherine,SERC,22,
814,6009,White Bluff,Jefferson,AR,72132,Arkansas River,SERC,22,
814,6641,Independence,Independence,AR,72562,White River,SERC,22,
814,8055,Arkansas Nuclear One,Pope,AR,72801,Lake Dardenelle,SERC,22,
834,55255,Archer Generating Station,Wichita,KS,75240,,SPP,22,"TXU Energy Trading Co., LP"
867,50216,Watson Cogeneration,Los Angeles,CA,90749,Dominquez Water,WECC,32411,Southern California Edison Co
871,2216,Arnold,Custer,NE,69120,Municipal Wells,MRO,22,
876,54877,Atlanta Gift Mart LP,Fulton,GA,30303,,SERC,514,Georgia Power Co
877,54455,Art Institute of Chicago,Cook,IL,60603,,MAIN,712,Commonwealth Edison Co
885,54322,Avondale Mills,Richmond,GA,30904,Augusta Canal,SERC,314,Georgia Power Co
900,10157,Asbury Park Press,Monmouth,NJ,7754,Municipality,MAAC,323,Jersey Central Power & Lt Co
906,7395,Squam Lake Dam,Grafton,NH,3217,Squam Lake,NPCC,22,
910,54881,Nexpak,Gwinnett,GA,30096,Gwinnett Co.,SERC,326,Georgia Power Co
911,1259,Ashland,Clark,KS,67831,N/A,SPP,22,
914,10568,Port Arthur Texas Refinery,Jefferson,TX,77642,Municipality,SERC,32411,Entergy Gulf States Inc
918,7458,Ruedi,Pitkin,CO,81611,Ruedi Reservoir,WECC,22,
924,2167,New Madrid,New Madrid,MO,63869,Mississippi River,SPP,22,
924,2168,Thomas Hill,Randolph,MO,65244,Thomas Hill Lake,SPP,22,
924,6563,Unionville,Putnam,MO,63565,N/A,SPP,22,
924,7604,St Francis Energy Facility,Dunklin,MO,63933,Wells,SPP,22,
924,7749,Essex,Stoddard,MO,63825,Wells,SPP,22,
924,7754,Nodaway,Nodaway,MO,64434,Wells,SPP,22,
924,7757,Chouteau,Mayes,OK,74362,Grand River,SPP,22,
924,7848,Holden,Johnson,MO,64040,Public Water Supply District 2,SPP,22,
924,55340,Dell Power Station,Mississippi,AR,72426,Cooling Tower. Well,SERC,22,
943,54284,AT&T Alpharetta Center,Fulton,GA,30005,,SERC,513,Georgia Power Co
949,55709,Athens Energy Center,Clarke,GA,30607,Municipality,SERC,22,Georgia Power Co
954,55028,Averitt Lumber,Montgomery,TN,37042,Cooling Tower,SERC,321,Clarksville City of
963,2378,B L England,Cape May,NJ,8223,Great Egg Harbor River,ASCC,22,
965,1124,Atlantic,Cass,IA,50022,Municipality,MRO,22,
980,10638,Pasadena,Harris,TX,77506,CWA,ERCOT,32512,"CenterPoint Energy Houston Electric, LLC"
980,55309,Air Products Port Arthur,Jefferson,TX,77640,Valero Energy Corp,SERC,22,Entergy Gulf States Inc
986,79,Aurora Energy LLC Chena,Fairbanks North Star,AK,99701,Chena River,ASCC,22,Golden Valley Electric Assn Inc
989,1260,Attica,Harper,KS,67009,Municipality,SPP,22,
991,10639,New Orleans,Orleans,LA,70129,Well Water,SERC,325188,Entergy New Orleans Inc
991,55308,Calvert City,Marshall,KY,42029,Tennessee River,ECAR,325188,Tennessee Valley Authority
991,55557,Wilmington Hydrogen Plant,Los Angeles,CA,90744,L.A. Dept. of Water and Power,WECC,325188,Los Angeles City of
993,2215,Auburn,Nemaha,NE,68305,Wells (Municipal Wells),MRO,22,
998,1261,Plant No 1,Butler,KS,67010,Municipality,SPP,22,
998,6791,Plant No 2,Butler,KS,67010,Municipality,SPP,22,
1000,181,Fairbanks,Woodruff,AR,72006,Municipal Water Supply,SPP,22,
1005,54801,Avalon/Mayo Hydropower,Rockingham,NC,27027,Mayo River,SERC,2213,Duke Energy Corporation
1009,1960,Austin DT,Mower,MN,55912,Red Cedar River,MRO,22,
1009,1961,Austin Northeast,Mower,MN,55912,Red Cedar River,MRO,22,
1015,3548,Decker Creek,Travis,TX,78724,Lake Walter E. Long,ERCOT,22,
1015,3549,Holly Street,Travis,TX,78702,Colorado River,ERCOT,22,
1015,7900,Sand Hill,Travis,TX,78617,Colorado River/ SA Reg WWTP,ERCOT,22,
1015,56373,Domain Plant,Travis,TX,78758,City of Austin,ERCOT,22,
1015,56374,Robert Mueller Energy Center,Travis,TX,78723,Municipality,ERCOT,22,Austin Energy
1035,54367,Aves Hamilton,Mercer,NJ,8603,,MAAC,22,Public Service Elec & Gas Co
1053,54940,Austin State Hospital,Travis,TX,78751,Municipality,ERCOT,622,Austin Energy
1058,50200,B Braun Medical,Orange,CA,92614,,WECC,339,Southern California Edison Co
1074,55144,Hays Energy Project,Hays,TX,78666,GBRA/City of San Marcos,ERCOT,22,Lower Colorado River Authority
1137,55742,Badger Wind Farm,Iowa City,WI,53526,,MRO,22,Wisconsin Electric Power Co
1148,1262,Baldwin City,Douglas,KS,66006,Municipality,SPP,22,
1148,8020,Baldwin City,Douglas,KS,66006,Municipal,SPP,22,
1172,1125,Bancroft,Kossuth,IA,50517,,MRO,22,
1179,783,Basin Mills,Penobscot,ME,4473,Penobscot River,NPCC,22,
1179,784,Veazie C,Penobscot,ME,4401,Penobscot River,NPCC,22,
1179,1466,Bar Harbor,Hancock,ME,4609,On-Site Well,NPCC,22,
1179,1468,Eastport,Washington,ME,4631,City Water Supply,NPCC,22,
1179,1474,Medway,Penobscot,ME,4460,W Branch Penobscot River,NPCC,22,
1182,10319,Geismar,Ascension,LA,70734,Not applicable,SERC,325,Entergy Gulf States Inc
1182,10320,Enka,Buncombe,NC,28728,Not Applicable,SERC,325,Progress Energy Carolinas Inc
1182,55311,BASF Freeport Works,Brazoria,TX,77541,Brazos River,ERCOT,325,"CenterPoint Energy Houston Electric, LLC"
1187,10255,Bangor Pacific Hydro,Penobscot,ME,4493,Penobscot River,NPCC,22,Bangor Hydro-Electric Co
1194,10008,Baptist Medical Center,Duval,FL,32207,,FRCC,622,Jacksonville Electric Authority
1268,55699,Bayswater Peaking Facility LLC,Queens,NY,11691,,NPCC,22,Long Island Power Authority
1276,7173,Barrow,North Slope,AK,99723,N/A,ASCC,22,
1278,4102,Barron,Barron,WI,54812,Yellow River,MRO,22,
1298,55819,Barton Shoals Energy Center,Colbert,AL,35631,Pickwick Lake,SERC,22,Tennessee Valley Authority
1299,3753,West Charleston,Orleans,VT,5872,Clyde River,NPCC,22,
1307,2817,Leland Olds,Mercer,ND,58571,Missouri River,MRO,22,
1307,6092,Spirit Mound,Clay,SD,57069,NA,MRO,22,
1307,6204,Laramie River Station,Platte,WY,82070,Grayrocks Dam Laramie River,MRO,22,
1307,6469,Antelope Valley,Mercer,ND,58523,Lake Sakakawea,MRO,22,
1307,7974,Chamberlain Wind Project,Brule,SD,57325,NA,MRO,22,
1307,8026,Hartzog,Campbell,WY,82732,NA,WECC,22,
1307,8028,Arvada,Sheridan,WY,82831,NA,WECC,22,
1307,8030,Barber Creek,Campbell,WY,82718,NA,WECC,22,
1307,55995,Minot Wind Project,Ward,ND,58701,NA,MRO,22,
1307,56238,Groton Generating Station,Brown,SD,58503,Municipality,MRO,22,
1311,50911,Bassett Table,Henry,VA,24055,Smith River,ECAR,337,Appalachian Power Co
1311,50912,J D Bassett Manufacturing,Henry,VA,24055,Smith River,ECAR,337,American Electric Power Inc
1353,1963,Baudette,Lake of The Woods,MN,56623,Municipality,MRO,22,
1357,55122,NAFTA Region Olefins Complex Cogen Fac,Jefferson,TX,77643,LNVA-Water Facility,SERC,325,Entergy Gulf States Inc
1361,55944,Bay Windpower I,Emmet,MI,49701,,ECAR,22,Consumers Energy Company
1362,54863,Bassett Healthcare,Otsego,NY,13326,,NPCC,622,New York State Elec & Gas Corp
1366,7398,Water Street Station,Bay,MI,48708,,ECAR,22,
1366,7399,Henry Station,Bay,MI,48706,,ECAR,22,
1388,54155,Lisburne Production Center,North Slope,AK,99734,,ASCC,211,"Arctic Utilities, Inc"
1410,52003,Merritt Square Mall,Brevard,FL,32952,Municipality,FRCC,521,Florida Power & Light Company
1415,55200,Arapahoe Combustion Turbine Project,Denver,CO,80223,Denver Water Department,WECC,22,Public Service Co of Colorado
1415,55207,Valmont Combustion Turbine Project,Boulder,CO,80302,Hill Crest Reservoir,WECC,22,Public Service Co of Colorado
1428,10009,Beaver Wood Joint Venture,Penobscot,ME,4457,,NPCC,22,Bangor Hydro-Electric Co
1435,2217,Beaver City,Furnas,NE,68926,Wells,MRO,22,
1439,10490,Beaver Falls I,Lewis,NY,13305,Beaver River,NPCC,22,Niagara Mohawk Power Corp
1439,54691,Beaver Falls II,Lewis,NY,13305,Beaver River,NPCC,22,Niagara Mohawk Power Corp
1450,54456,Beechwood Energy Resources,Schuylkill,PA,17901,,ECAR,22,PPL Electric Utilities Corp
1456,3821,Snowden,Amherst,VA,24526,James River,ECAR,22,
1511,10021,The Bellevue,Philadelphia,PA,19102,Municipality,MAAC,721,PECO Energy Co
1512,1263,Belleville,Republic,KS,66935,City Water,SPP,22,
1515,1126,Bellevue,Jackson,IA,52031,Jordon Stream Wells,MRO,22,
1525,1264,Beloit,Mitchell,KS,67420,,SPP,22,
1528,10285,Townsend Hydro,Beaver,PA,15066,Beaver River,ECAR,22,Duquesne Light Co
1553,54861,Hancock Creek,King,WA,98065,Hancock Creek,WECC,22,Puget Sound Energy Inc
